SoilTestID,FarmID,TestDate,PH,Nitrogen,Phosphorus,Potassium,Moisture
1481,1481,2024/03/13 00:00:00,5;5,12;97,15;26,16;81,19;7
1482,1482,2023/04/13 00:00:00,6;8,21;62,17;07,29;68,20;7
1483,1483,2023/07/09 00:00:00,6;2,12;81,14;21,29;82,11;4
1484,1484,2023/07/10 00:00:00,5;9,27;41,19;83,14;86,22;0
1485,1485,2024/01/08 00:00:00,6;5,12;39,12;04,24;19,23;2
1486,1486,2024/02/15 00:00:00,6;5,17;65,16;77,22;38,18;4
1487,1487,2024/09/12 00:00:00,6;9,15;03,18;47,20;99,23;8
1488,1488,2023/05/18 00:00:00,6;7,16;43,7;48,25;55,14;6
1489,1489,2023/08/20 00:00:00,6;7,20;64,12;18,21;81,20;9
1490,1490,2024/06/23 00:00:00,7;5,11;66,12;21,24;26,18;4
1491,1491,2024/10/13 00:00:00,5;8,21;55,12;78,21;00,10;8
1492,1492,2023/05/09 00:00:00,7;0,26;15,6;66,21;17,15;2
1493,1493,2023/03/12 00:00:00,6;9,11;39,5;61,10;53,13;4
1494,1494,2023/09/25 00:00:00,7;1,11;03,13;56,26;75,20;4
1495,1495,2024/02/19 00:00:00,6;5,23;91,14;73,24;65,18;3
1496,1496,2023/08/04 00:00:00,5;9,12;99,17;41,28;35,20;7
1497,1497,2024/07/17 00:00:00,7;2,10;85,19;82,19;81,23;3
1498,1498,2024/03/27 00:00:00,7;3,22;34,16;07,29;98,23;2
1499,1499,2024/08/04 00:00:00,6;9,18;83,5;62,22;96,21;0
1500,1500,2023/11/17 00:00:00,6;3,28;32,17;70,11;55,14;8
1501,1501,2024/03/26 00:00:00,6;6,29;53,19;64,23;04,19;8
1502,1502,2024/10/20 00:00:00,6;4,23;42,17;62,28;74,15;6
1503,1503,2024/03/18 00:00:00,6;5,24;17,8;17,15;42,22;6
1504,1504,2024/11/11 00:00:00,5;8,17;43,6;29,29;47,24;0
1505,1505,2023/08/04 00:00:00,6;4,26;13,11;76,28;11,18;1
1506,1506,2024/06/03 00:00:00,6;8,16;04,7;92,11;30,19;7
1507,1507,2024/03/20 00:00:00,6;8,13;63,13;43,22;29,18;4
1508,1508,2024/02/19 00:00:00,5;7,22;05,12;41,15;68,17;9
1509,1509,2024/10/08 00:00:00,5;5,24;37,12;63,21;27,13;2
1510,1510,2023/02/15 00:00:00,6;0,12;34,14;14,20;74,19;9
1511,1511,2024/09/06 00:00:00,5;7,16;95,9;50,24;99,19;0
1512,1512,2023/07/14 00:00:00,6;9,25;13,16;82,28;72,17;3
1513,1513,2023/07/24 00:00:00,6;5,28;15,5;73,28;58,16;6
1514,1514,2024/07/10 00:00:00,5;6,10;59,10;54,18;80,14;6
1515,1515,2024/01/09 00:00:00,7;3,15;67,7;39,13;56,17;6
1516,1516,2023/09/27 00:00:00,5;8,29;97,17;74,19;17,18;2
1517,1517,2023/01/02 00:00:00,6;6,25;07,5;65,25;05,21;2
1518,1518,2024/10/12 00:00:00,7;1,29;26,15;43,21;48,20;1
1519,1519,2023/03/05 00:00:00,6;9,19;27,5;89,14;10,10;3
1520,1520,2023/05/12 00:00:00,5;9,11;45,16;64,18;81,22;5
1521,1521,2023/10/24 00:00:00,7;5,16;07,18;39,21;10,17;7
1522,1522,2023/07/03 00:00:00,6;5,24;34,10;30,20;87,15;5
1523,1523,2023/04/01 00:00:00,7;1,23;80,16;03,11;71,12;0
1524,1524,2024/01/05 00:00:00,6;3,22;16,12;94,23;46,10;3
1525,1525,2023/08/21 00:00:00,5;9,26;62,13;84,17;34,13;5
1526,1526,2024/08/12 00:00:00,7;3,29;58,15;40,16;07,10;6
1527,1527,2024/01/04 00:00:00,7;0,24;96,14;66,12;87,14;9
1528,1528,2024/09/04 00:00:00,6;0,24;73,7;25,28;08,21;3
1529,1529,2024/01/05 00:00:00,5;7,21;88,10;53,20;64,17;8
1530,1530,2024/10/05 00:00:00,5;6,15;87,8;01,13;05,12;2
1531,1531,2024/02/17 00:00:00,6;6,18;34,18;60,15;46,20;3
1532,1532,2023/06/13 00:00:00,5;7,18;90,6;63,19;93,17;5
1533,1533,2024/09/27 00:00:00,7;3,20;26,7;92,18;88,16;6
1534,1534,2024/08/23 00:00:00,7;4,19;91,6;51,10;71,17;5
1535,1535,2024/12/14 00:00:00,6;7,21;02,10;52,16;69,25;0
1536,1536,2024/06/18 00:00:00,5;8,27;92,11;51,11;52,22;5
1537,1537,2023/08/09 00:00:00,6;7,14;44,8;49,22;67,18;2
1538,1538,2024/02/27 00:00:00,7;2,11;58,9;80,13;83,15;5
1539,1539,2023/12/14 00:00:00,6;4,21;84,18;17,28;92,15;6
1540,1540,2023/12/04 00:00:00,5;5,21;04,9;21,20;81,11;6
1541,1541,2024/12/18 00:00:00,7;2,26;03,11;49,15;60,15;2
1542,1542,2023/12/26 00:00:00,6;3,17;45,12;64,28;41,17;0
1543,1543,2023/04/21 00:00:00,7;3,28;31,14;44,14;77,16;3
1544,1544,2024/12/07 00:00:00,6;0,12;00,14;21,29;91,15;9
1545,1545,2024/11/09 00:00:00,5;7,23;31,10;22,21;26,24;4
1546,1546,2024/03/03 00:00:00,6;7,28;67,13;35,10;06,22;7
1547,1547,2023/08/20 00:00:00,6;0,20;25,14;24,13;81,23;3
1548,1548,2024/03/04 00:00:00,7;3,13;73,5;56,14;96,21;3
1549,1549,2024/07/21 00:00:00,6;5,14;00,17;58,26;03,24;3
1550,1550,2024/10/07 00:00:00,7;0,20;92,14;23,19;74,12;2
1551,1551,2024/05/05 00:00:00,6;4,27;91,15;83,27;63,10;1
1552,1552,2024/06/09 00:00:00,6;4,14;21,15;27,25;52,19;8
1553,1553,2024/04/18 00:00:00,6;3,25;80,12;80,22;94,13;3
1554,1554,2024/10/16 00:00:00,6;9,17;65,11;68,16;81,12;2
1555,1555,2024/12/26 00:00:00,7;1,27;09,17;21,27;09,13;8
1556,1556,2024/10/22 00:00:00,7;1,20;32,10;54,24;86,10;5
1557,1557,2023/07/23 00:00:00,5;9,29;33,6;56,17;19,16;0
1558,1558,2024/12/16 00:00:00,5;8,13;29,7;62,22;47,13;8
1559,1559,2023/03/19 00:00:00,5;9,24;56,19;83,25;99,11;6
1560,1560,2023/05/20 00:00:00,5;6,24;73,18;04,24;08,17;4
1561,1561,2023/07/19 00:00:00,7;1,22;45,6;90,13;54,19;6
1562,1562,2024/07/01 00:00:00,7;3,14;88,15;86,11;74,17;4
1563,1563,2023/07/19 00:00:00,6;2,23;67,12;82,16;05,10;6
1564,1564,2024/09/20 00:00:00,6;6,17;79,9;96,23;28,23;2
1565,1565,2023/01/03 00:00:00,6;8,19;97,17;31,22;62,24;3
1566,1566,2023/01/17 00:00:00,5;8,29;07,18;62,27;29,21;3
1567,1567,2023/03/25 00:00:00,5;9,13;49,10;51,26;23,17;5
1568,1568,2023/08/01 00:00:00,7;3,17;82,14;12,15;05,14;5
1569,1569,2024/02/18 00:00:00,5;8,22;29,11;74,29;92,14;8
1570,1570,2024/09/10 00:00:00,6;8,28;56,6;96,11;75,23;1
1571,1571,2024/12/07 00:00:00,5;8,18;81,11;86,24;17,23;4
1572,1572,2023/08/12 00:00:00,7;2,25;97,15;83,21;29,15;9
1573,1573,2024/04/08 00:00:00,7;1,15;51,15;43,12;80,22;9
1574,1574,2023/07/09 00:00:00,6;4,10;66,7;57,21;44,11;4
1575,1575,2024/02/02 00:00:00,6;3,16;98,6;25,27;15,16;5
1576,1576,2023/09/25 00:00:00,5;5,10;71,6;99,20;37,12;6
1577,1577,2023/12/23 00:00:00,6;8,27;01,9;29,21;94,12;3
1578,1578,2024/05/26 00:00:00,7;2,12;98,9;10,27;16,11;4
1579,1579,2023/04/09 00:00:00,6;8,23;25,7;33,10;91,20;6
1580,1580,2023/11/10 00:00:00,6;6,25;80,7;02,26;50,11;4
1581,1581,2023/02/08 00:00:00,5;7,16;45,19;08,14;86,13;9
1582,1582,2024/11/16 00:00:00,7;4,12;77,19;86,15;72,12;6
1583,1583,2024/10/27 00:00:00,6;9,26;36,18;04,20;28,10;3
1584,1584,2024/02/06 00:00:00,5;5,28;56,5;94,17;28,20;6
1585,1585,2024/11/22 00:00:00,5;5,10;26,16;47,25;39,11;5
1586,1586,2023/01/03 00:00:00,7;0,21;77,6;42,21;38,16;7
1587,1587,2024/03/18 00:00:00,7;5,13;34,6;65,15;48,12;8
1588,1588,2024/03/06 00:00:00,5;9,24;86,8;56,16;69,17;4
1589,1589,2024/11/11 00:00:00,6;1,13;58,9;03,13;15,11;8
1590,1590,2023/11/18 00:00:00,7;0,25;47,16;37,18;61,22;0
1591,1591,2024/09/13 00:00:00,7;0,18;22,10;81,20;80,16;9
1592,1592,2024/08/11 00:00:00,7;0,21;33,13;82,17;11,22;6
1593,1593,2024/08/06 00:00:00,7;0,24;34,9;26,15;35,14;4
1594,1594,2023/07/26 00:00:00,6;1,19;44,12;64,18;24,22;9
1595,1595,2024/05/17 00:00:00,7;5,25;82,13;91,11;58,12;3
1596,1596,2023/11/20 00:00:00,6;6,27;38,10;79,21;03,16;9
1597,1597,2024/10/02 00:00:00,5;8,20;88,15;53,11;66,14;3
1598,1598,2023/02/20 00:00:00,7;3,19;12,8;63,29;82,11;1
1599,1599,2023/07/26 00:00:00,5;8,29;56,10;43,10;98,11;9
1600,1600,2024/01/12 00:00:00,7;1,21;55,15;72,18;43,19;7
1601,1601,2024/06/22 00:00:00,6;8,19;26,8;67,16;31,11;6
1602,1602,2023/04/14 00:00:00,6;8,27;68,8;02,23;98,11;2
1603,1603,2024/08/10 00:00:00,6;2,18;51,10;76,19;57,12;3
1604,1604,2024/12/18 00:00:00,6;5,15;87,9;19,24;21,21;5
1605,1605,2024/01/25 00:00:00,7;5,19;16,9;75,22;15,24;5
1606,1606,2023/11/24 00:00:00,6;8,27;02,11;21,14;82,14;9
1607,1607,2023/04/24 00:00:00,7;4,17;50,6;38,14;36,19;0
1608,1608,2024/08/26 00:00:00,6;6,22;07,17;46,26;30,10;5
1609,1609,2024/09/25 00:00:00,7;1,16;11,15;77,22;40,19;1
1610,1610,2023/05/03 00:00:00,6;6,20;63,17;32,16;01,15;0
1611,1611,2024/04/04 00:00:00,7;4,17;99,16;53,17;85,19;6
1612,1612,2024/04/27 00:00:00,7;1,17;80,5;98,17;31,15;9
1613,1613,2023/10/02 00:00:00,5;7,20;27,11;36,10;40,19;6
1614,1614,2024/04/25 00:00:00,5;5,29;74,14;67,11;33,12;6
1615,1615,2023/08/24 00:00:00,6;1,24;12,17;78,22;73,22;6
1616,1616,2023/04/27 00:00:00,5;5,24;66,16;93,14;33,24;4
1617,1617,2023/09/15 00:00:00,6;9,25;50,7;90,26;42,13;9
1618,1618,2023/06/07 00:00:00,5;8,27;10,10;81,23;11,13;1
1619,1619,2023/10/14 00:00:00,7;1,14;09,6;16,23;75,12;8
1620,1620,2023/03/21 00:00:00,6;0,19;10,5;19,28;19,23;7
1621,1621,2023/12/01 00:00:00,6;1,12;18,10;26,18;00,12;1
1622,1622,2024/08/27 00:00:00,5;9,22;01,12;66,29;73,24;5
1623,1623,2024/10/21 00:00:00,7;3,16;05,11;28,25;17,23;9
1624,1624,2023/05/15 00:00:00,6;6,18;76,13;49,26;03,14;2
1625,1625,2024/05/02 00:00:00,7;3,17;72,10;70,11;90,23;2
1626,1626,2023/05/01 00:00:00,6;7,11;70,11;95,21;69,20;0
1627,1627,2023/10/18 00:00:00,6;9,14;75,19;80,22;27,19;6
1628,1628,2023/01/07 00:00:00,7;0,26;30,17;45,24;02,13;1
1629,1629,2024/09/18 00:00:00,6;0,18;83,6;24,21;56,13;3
1630,1630,2024/11/14 00:00:00,7;4,17;83,7;38,26;83,18;4
1631,1631,2024/11/10 00:00:00,6;8,28;28,6;67,10;90,18;8
1632,1632,2024/06/20 00:00:00,6;1,12;57,10;05,11;33,18;7
1633,1633,2024/10/22 00:00:00,6;2,26;24,9;79,14;56,12;0
1634,1634,2023/06/01 00:00:00,6;2,19;47,14;96,14;93,10;5
1635,1635,2023/09/27 00:00:00,7;4,19;56,5;82,15;82,20;4
1636,1636,2024/01/15 00:00:00,5;5,17;41,8;99,11;89,15;0
1637,1637,2024/12/09 00:00:00,6;6,17;24,12;01,24;97,16;7
1638,1638,2024/03/12 00:00:00,6;5,11;83,15;52,12;26,10;9
1639,1639,2023/09/03 00:00:00,6;4,16;88,6;78,12;04,19;0
1640,1640,2024/02/20 00:00:00,7;0,25;52,8;26,25;30,24;2
1641,1641,2023/09/14 00:00:00,6;6,17;34,15;15,23;44,21;5
1642,1642,2024/07/09 00:00:00,6;0,22;44,17;10,22;00,24;5
1643,1643,2024/06/23 00:00:00,6;9,13;75,14;85,29;79,20;6
1644,1644,2024/09/02 00:00:00,6;0,25;16,5;03,23;41,16;3
1645,1645,2023/06/05 00:00:00,6;3,13;71,13;59,23;81,17;6
1646,1646,2023/04/14 00:00:00,7;1,26;19,17;60,29;51,20;9
1647,1647,2024/09/22 00:00:00,6;1,17;84,6;09,25;20,20;2
1648,1648,2024/10/20 00:00:00,6;8,22;76,11;23,10;15,24;1
1649,1649,2024/11/22 00:00:00,5;8,23;14,7;93,25;57,15;7
1650,1650,2024/04/19 00:00:00,7;2,13;21,7;87,28;00,24;9
1651,1651,2024/04/21 00:00:00,5;5,14;14,10;70,10;58,15;7
1652,1652,2024/06/20 00:00:00,6;3,27;25,5;34,27;40,18;9
1653,1653,2023/07/25 00:00:00,7;3,10;56,17;57,11;35,14;7
1654,1654,2024/05/14 00:00:00,5;6,17;72,18;28,20;35,17;6
1655,1655,2024/09/26 00:00:00,6;1,23;29,19;91,24;66,17;4
1656,1656,2024/06/12 00:00:00,5;9,19;75,10;99,20;34,21;6
1657,1657,2023/02/16 00:00:00,6;7,15;37,19;67,29;25,23;3
1658,1658,2023/06/02 00:00:00,7;1,27;68,19;32,29;85,22;6
1659,1659,2024/03/13 00:00:00,5;8,11;57,13;19,28;53,14;7
1660,1660,2024/06/02 00:00:00,6;7,18;52,18;23,26;45,18;5
1661,1661,2024/09/17 00:00:00,6;1,16;32,18;69,14;74,23;9
1662,1662,2024/01/03 00:00:00,5;9,28;94,19;11,22;23,23;6
1663,1663,2023/07/07 00:00:00,6;1,28;52,10;61,23;87,23;5
1664,1664,2023/04/22 00:00:00,7;2,28;29,10;52,19;19,15;5
1665,1665,2024/06/25 00:00:00,5;8,16;55,15;54,20;47,10;6
1666,1666,2024/07/11 00:00:00,5;5,19;38,15;54,17;28,23;2
1667,1667,2024/02/05 00:00:00,7;2,23;01,13;06,22;82,17;9
1668,1668,2023/09/04 00:00:00,5;6,12;60,10;93,10;29,15;8
1669,1669,2024/09/17 00:00:00,6;4,10;93,11;78,21;53,21;1
1670,1670,2023/03/09 00:00:00,6;3,29;73,15;11,18;66,17;0
1671,1671,2024/11/01 00:00:00,7;0,14;29,14;09,24;28,11;2
1672,1672,2024/05/04 00:00:00,6;7,21;64,11;98,28;23,18;6
1673,1673,2024/12/12 00:00:00,7;0,11;95,18;46,26;71,15;5
1674,1674,2024/05/22 00:00:00,6;4,14;37,8;89,20;75,15;3
1675,1675,2023/08/05 00:00:00,6;0,17;41,8;90,13;48,24;9
1676,1676,2024/07/17 00:00:00,6;9,16;45,19;62,13;13,18;8
1677,1677,2023/09/23 00:00:00,7;5,15;09,15;15,17;38,24;9
1678,1678,2023/08/05 00:00:00,7;1,26;04,8;80,27;24,18;7
1679,1679,2024/10/09 00:00:00,7;4,16;02,15;23,13;99,14;1
1680,1680,2024/06/21 00:00:00,6;6,15;39,7;39,10;83,19;1
1681,1681,2023/03/05 00:00:00,6;4,18;15,13;24,12;03,19;2
1682,1682,2023/03/05 00:00:00,6;9,11;76,10;62,13;83,21;2
1683,1683,2024/01/23 00:00:00,6;6,23;30,8;42,15;66,18;9
1684,1684,2024/07/05 00:00:00,7;2,28;36,16;94,24;54,23;6
1685,1685,2024/07/15 00:00:00,6;7,11;42,10;89,13;45,14;3
1686,1686,2024/09/18 00:00:00,5;8,20;35,12;36,13;65,16;7
1687,1687,2023/01/25 00:00:00,5;9,16;34,12;39,28;87,10;5
1688,1688,2024/08/25 00:00:00,7;2,17;72,9;11,23;96,17;3
1689,1689,2023/04/03 00:00:00,6;6,26;68,14;14,23;48,14;0
1690,1690,2024/07/24 00:00:00,7;4,21;67,7;24,11;58,10;9
1691,1691,2023/09/16 00:00:00,7;3,27;69,12;58,21;77,11;9
1692,1692,2024/07/18 00:00:00,6;5,19;46,10;19,27;96,16;0
1693,1693,2024/02/19 00:00:00,6;0,18;02,14;86,22;31,19;4
1694,1694,2023/08/10 00:00:00,7;0,22;32,19;58,18;95,21;8
1695,1695,2024/11/12 00:00:00,6;8,23;64,16;91,22;08,24;0
1696,1696,2024/12/25 00:00:00,6;1,29;30,7;83,25;93,17;9
1697,1697,2024/06/27 00:00:00,6;4,19;13,17;30,23;15,21;1
1698,1698,2023/12/16 00:00:00,6;0,13;16,17;45,20;22,19;7
1699,1699,2023/11/27 00:00:00,6;7,28;37,8;38,24;32,13;0
1700,1700,2024/10/16 00:00:00,6;4,25;03,9;37,23;22,12;3
1701,1701,2024/10/03 00:00:00,5;8,29;93,5;30,16;63,20;3
1702,1702,2023/09/16 00:00:00,6;9,14;61,10;43,25;54,22;6
1703,1703,2023/04/08 00:00:00,5;7,14;22,7;78,22;20,16;5
1704,1704,2024/10/24 00:00:00,6;9,14;64,8;29,29;81,22;1
1705,1705,2023/05/11 00:00:00,6;2,24;65,10;61,23;01,10;6
1706,1706,2024/04/12 00:00:00,6;0,23;03,5;00,29;42,12;8
1707,1707,2024/09/27 00:00:00,6;5,10;60,13;28,28;80,19;9
1708,1708,2023/08/11 00:00:00,5;9,12;88,14;49,19;10,24;8
1709,1709,2024/10/12 00:00:00,7;1,29;30,11;56,12;16,11;2
1710,1710,2024/03/16 00:00:00,7;3,25;54,10;66,25;67,21;4
1711,1711,2024/09/20 00:00:00,6;5,14;66,12;47,25;54,21;3
1712,1712,2023/09/04 00:00:00,5;6,10;02,11;43,27;96,23;4
1713,1713,2024/06/15 00:00:00,7;3,21;79,7;30,14;50,18;1
1714,1714,2024/11/24 00:00:00,7;1,29;36,5;30,27;67,22;5
1715,1715,2024/08/12 00:00:00,6;4,28;28,19;56,25;02,13;0
1716,1716,2024/08/10 00:00:00,6;0,16;11,5;58,11;54,12;7
1717,1717,2023/09/03 00:00:00,6;2,26;78,18;49,13;47,19;8
1718,1718,2023/03/23 00:00:00,6;1,22;27,19;50,25;71,16;8
1719,1719,2024/04/06 00:00:00,6;3,10;21,11;60,29;56,23;0
1720,1720,2024/05/25 00:00:00,7;4,26;16,19;95,14;76,19;0
1721,1721,2024/09/14 00:00:00,6;1,28;73,12;95,29;84,24;7
1722,1722,2023/10/27 00:00:00,7;0,12;52,11;40,21;68,10;4
1723,1723,2024/11/11 00:00:00,5;5,26;95,15;29,13;38,23;2
1724,1724,2024/03/19 00:00:00,6;5,10;11,8;61,26;85,17;0
1725,1725,2024/03/14 00:00:00,7;3,19;55,12;64,20;33,14;8
1726,1726,2023/03/26 00:00:00,6;0,18;86,8;59,24;79,13;7
1727,1727,2024/11/02 00:00:00,7;3,22;43,8;50,25;07,12;2
1728,1728,2024/08/16 00:00:00,6;9,26;99,12;40,29;49,12;9
1729,1729,2024/07/22 00:00:00,7;3,28;68,15;13,20;93,15;4
1730,1730,2023/01/19 00:00:00,6;8,24;63,18;89,18;77,17;1
1731,1731,2023/06/21 00:00:00,5;8,13;60,18;91,26;85,20;6
1732,1732,2023/05/11 00:00:00,7;2,28;95,16;97,19;47,22;2
1733,1733,2023/10/09 00:00:00,7;3,18;78,17;85,16;24,11;2
1734,1734,2023/09/15 00:00:00,6;6,20;76,6;76,18;28,19;1
1735,1735,2023/02/07 00:00:00,6;3,25;03,17;59,10;31,25;0
1736,1736,2024/02/11 00:00:00,6;7,16;05,15;16,18;31,18;7
1737,1737,2024/11/11 00:00:00,7;4,22;16,12;92,10;71,19;3
1738,1738,2023/08/22 00:00:00,6;5,17;76,9;10,13;33,15;6
1739,1739,2024/10/19 00:00:00,7;2,21;18,5;88,11;28,16;0
1740,1740,2024/04/06 00:00:00,6;2,19;28,15;87,25;58,19;7
1741,1741,2023/12/27 00:00:00,6;8,24;34,11;62,10;04,19;6
1742,1742,2023/08/08 00:00:00,5;7,10;54,13;01,22;18,16;3
1743,1743,2024/01/18 00:00:00,6;6,29;55,13;33,10;38,17;8
1744,1744,2024/01/07 00:00:00,6;1,16;15,15;40,13;15,16;0
1745,1745,2024/02/06 00:00:00,6;4,15;64,12;63,23;12,17;4
1746,1746,2024/01/22 00:00:00,7;4,25;33,19;60,17;41,13;1
1747,1747,2024/10/12 00:00:00,6;4,11;41,8;60,23;36,20;9
1748,1748,2024/06/23 00:00:00,6;9,14;22,15;72,16;68,15;4
1749,1749,2023/11/06 00:00:00,7;2,16;70,7;73,12;70,16;3
1750,1750,2023/02/22 00:00:00,7;3,24;96,6;17,25;06,22;6
1751,1751,2024/01/16 00:00:00,6;5,15;62,15;70,16;55,19;6
1752,1752,2023/06/14 00:00:00,7;1,23;33,19;12,15;61,10;7
1753,1753,2024/06/14 00:00:00,7;2,25;27,12;64,27;48,17;9
1754,1754,2024/12/03 00:00:00,7;3,19;23,16;23,29;58,23;0
1755,1755,2024/12/03 00:00:00,5;9,12;79,17;44,11;55,21;2
1756,1756,2024/07/10 00:00:00,7;2,23;94,9;87,25;11,16;3
1757,1757,2024/09/06 00:00:00,6;1,21;93,18;21,11;59,11;8
1758,1758,2023/01/23 00:00:00,6;1,22;65,11;30,13;60,21;2
1759,1759,2023/08/03 00:00:00,6;8,27;18,6;36,28;14,23;4
1760,1760,2023/09/09 00:00:00,5;9,12;93,5;16,26;65,15;2
1761,1761,2023/08/01 00:00:00,7;0,21;06,15;20,15;36,22;6
1762,1762,2024/12/02 00:00:00,5;7,29;88,16;81,12;28,12;2
1763,1763,2023/08/11 00:00:00,5;7,14;66,6;32,21;27,21;9
1764,1764,2024/04/26 00:00:00,7;2,21;51,18;26,29;52,12;0
1765,1765,2023/06/02 00:00:00,7;4,17;91,11;75,13;94,22;2
1766,1766,2023/04/21 00:00:00,7;3,10;95,17;20,28;01,18;8
1767,1767,2024/02/22 00:00:00,6;6,22;79,16;35,12;22,12;2
1768,1768,2023/03/25 00:00:00,6;0,25;02,11;10,15;25,10;5
1769,1769,2024/11/24 00:00:00,6;5,24;63,7;10,25;02,24;1
1770,1770,2023/07/20 00:00:00,7;5,16;82,14;96,24;89,10;2
1771,1771,2023/05/07 00:00:00,6;3,11;55,11;64,19;94,16;8
1772,1772,2023/11/24 00:00:00,5;8,20;91,19;17,11;23,24;2
1773,1773,2024/09/25 00:00:00,5;8,28;66,10;97,27;05,17;2
1774,1774,2023/11/04 00:00:00,5;7,10;68,6;97,26;11,16;5
1775,1775,2023/11/23 00:00:00,6;3,13;31,17;68,29;16,18;1
1776,1776,2023/06/04 00:00:00,7;1,15;20,13;83,17;85,17;1
1777,1777,2023/10/27 00:00:00,6;8,24;94,14;06,11;58,10;0
1778,1778,2023/10/01 00:00:00,5;9,16;50,11;25,18;45,13;7
1779,1779,2023/06/19 00:00:00,6;8,11;87,14;83,25;63,12;2
1780,1780,2024/05/20 00:00:00,6;5,15;52,5;45,14;42,22;3
1781,1781,2023/08/16 00:00:00,6;0,12;86,7;65,23;67,23;3
1782,1782,2024/11/25 00:00:00,6;3,26;71,16;25,14;31,24;9
1783,1783,2023/11/20 00:00:00,7;1,28;28,16;10,17;56,22;6
1784,1784,2024/11/24 00:00:00,6;2,27;46,13;55,24;53,16;9
1785,1785,2024/03/20 00:00:00,6;9,26;66,7;46,12;12,23;9
1786,1786,2024/10/23 00:00:00,6;0,24;82,10;64,16;21,10;1
1787,1787,2023/09/14 00:00:00,6;3,16;22,11;15,28;10,21;0
1788,1788,2023/09/08 00:00:00,6;1,16;02,9;69,10;23,13;7
1789,1789,2023/06/24 00:00:00,6;8,10;37,13;04,13;21,22;6
1790,1790,2024/10/02 00:00:00,5;7,28;04,7;00,12;02,19;3
1791,1791,2024/11/06 00:00:00,5;8,11;25,9;85,13;02,11;9
1792,1792,2023/12/12 00:00:00,5;7,28;00,17;08,22;51,16;8
1793,1793,2024/08/04 00:00:00,6;1,20;18,14;99,29;70,19;4
1794,1794,2024/09/18 00:00:00,6;5,17;30,16;72,26;68,12;0
1795,1795,2024/08/21 00:00:00,6;4,12;04,18;14,13;62,22;0
1796,1796,2023/09/10 00:00:00,5;5,12;49,6;04,28;75,24;4
1797,1797,2023/08/10 00:00:00,6;1,10;24,17;18,12;20,23;0
1798,1798,2024/08/16 00:00:00,6;3,23;76,14;49,25;27,17;6
1799,1799,2023/04/13 00:00:00,6;0,10;74,7;95,17;02,23;5
1800,1800,2023/04/27 00:00:00,7;0,16;15,19;44,20;00,17;6
1801,1801,2024/09/10 00:00:00,7;0,18;72,12;90,12;44,22;4
1802,1802,2024/11/15 00:00:00,6;5,16;34,16;83,12;22,20;0
1803,1803,2024/11/24 00:00:00,7;2,22;36,15;24,28;50,24;6
1804,1804,2023/06/25 00:00:00,6;9,26;48,10;09,21;17,23;9
1805,1805,2023/01/18 00:00:00,5;5,15;63,19;87,11;37,19;5
1806,1806,2023/08/20 00:00:00,5;8,23;10,17;52,21;71,19;4
1807,1807,2023/04/22 00:00:00,6;4,12;02,14;78,27;80,10;7
1808,1808,2024/05/15 00:00:00,7;5,22;65,11;49,10;09,12;9
1809,1809,2023/08/12 00:00:00,6;0,12;56,6;44,17;74,24;8
1810,1810,2024/03/19 00:00:00,7;5,29;27,16;85,16;30,16;1
1811,1811,2024/04/13 00:00:00,6;5,20;86,6;57,26;47,16;5
1812,1812,2023/08/08 00:00:00,7;3,19;21,6;13,10;04,20;8
1813,1813,2024/07/22 00:00:00,5;6,18;10,9;80,19;94,11;7
1814,1814,2024/10/19 00:00:00,7;2,29;19,18;42,11;72,24;4
1815,1815,2023/02/04 00:00:00,6;2,29;09,12;51,23;06,13;6
1816,1816,2024/12/03 00:00:00,6;5,26;59,12;31,20;45,20;6
1817,1817,2023/12/11 00:00:00,6;4,29;98,9;16,10;04,18;1
1818,1818,2024/05/16 00:00:00,7;0,18;72,19;24,19;49,14;0
1819,1819,2024/04/23 00:00:00,6;2,28;77,14;58,25;36,11;8
1820,1820,2024/07/07 00:00:00,6;3,14;30,19;69,15;72,16;7
1821,1821,2023/12/18 00:00:00,7;5,20;34,14;68,29;19,21;8
1822,1822,2023/08/16 00:00:00,6;7,28;60,18;84,26;07,22;7
1823,1823,2024/11/27 00:00:00,6;5,23;08,7;79,25;42,18;8
1824,1824,2023/04/16 00:00:00,6;4,10;68,13;89,16;44,21;9
1825,1825,2023/02/12 00:00:00,6;5,15;98,12;28,25;00,23;2
1826,1826,2023/01/06 00:00:00,6;2,10;94,7;64,13;75,24;2
1827,1827,2024/05/24 00:00:00,6;3,29;71,16;48,25;85,11;6
1828,1828,2023/01/22 00:00:00,6;0,11;49,12;68,25;10,17;9
1829,1829,2023/10/14 00:00:00,7;1,19;64,9;90,20;91,10;5
1830,1830,2023/02/05 00:00:00,6;7,29;42,11;48,20;78,10;4
1831,1831,2023/08/19 00:00:00,6;8,24;10,19;16,26;15,14;7
1832,1832,2023/05/08 00:00:00,6;0,23;99,12;39,26;08,22;6
1833,1833,2023/09/02 00:00:00,6;0,23;21,10;73,19;30,16;3
1834,1834,2024/11/08 00:00:00,7;2,21;88,7;75,12;67,21;3
1835,1835,2024/10/05 00:00:00,6;4,26;27,6;79,26;49,15;0
1836,1836,2024/03/13 00:00:00,5;8,10;76,9;66,16;73,18;9
1837,1837,2023/05/09 00:00:00,6;1,17;41,9;36,17;32,20;4
