FeedingLogID,LivestockID,FeedType,QuantityKg,FedOn
1,1,Maize,6;18,2023/04/12 00:00:00
547,110,Silage,12;29,2023/03/07 00:00:00
548,110,Maize,7;23,2024/08/28 00:00:00
549,110,Lucerne,13;21,2024/10/02 00:00:00
550,110,Lucerne,6;07,2023/04/25 00:00:00
551,111,Grass,11;42,2023/10/19 00:00:00
552,111,Grass,10;67,2024/01/29 00:00:00
553,111,Grass,5;23,2024/04/20 00:00:00
554,111,Lucerne,13;14,2022/12/26 00:00:00
555,111,Silage,9;63,2022/11/09 00:00:00
556,112,Grass,9;71,2020/08/04 00:00:00
557,112,Silage,9;17,2020/07/29 00:00:00
558,112,Maize,12;82,2021/12/22 00:00:00
559,112,Lucerne,14;84,2021/09/27 00:00:00
560,112,Maize,6;79,2021/06/04 00:00:00
561,113,Grass,12;66,2022/10/08 00:00:00
562,113,Lucerne,5;61,2021/05/25 00:00:00
563,113,Maize,14;86,2021/10/18 00:00:00
564,113,Lucerne,7;07,2021/03/06 00:00:00
565,113,Grass,9;06,2022/10/09 00:00:00
566,114,Lucerne,8;17,2022/01/04 00:00:00
567,114,Lucerne,12;13,2021/04/16 00:00:00
568,114,Lucerne,9;59,2021/11/20 00:00:00
569,114,Grass,8;36,2022/03/09 00:00:00
570,114,Lucerne,9;60,2021/09/13 00:00:00
571,115,Grass,9;62,2021/10/07 00:00:00
572,115,Silage,14;52,2020/05/15 00:00:00
573,115,Grass,8;99,2020/12/28 00:00:00
574,115,Lucerne,10;48,2021/02/19 00:00:00
575,115,Maize,10;83,2020/08/27 00:00:00
576,116,Grass,10;64,2021/01/28 00:00:00
577,116,Lucerne,13;13,2021/08/01 00:00:00
578,116,Lucerne,11;57,2021/03/26 00:00:00
579,116,Grass,5;70,2020/12/14 00:00:00
580,116,Grass,12;04,2021/09/07 00:00:00
581,117,Silage,12;93,2023/03/14 00:00:00
582,117,Lucerne,12;22,2023/08/02 00:00:00
583,117,Grass,12;40,2023/01/27 00:00:00
584,117,Lucerne,12;73,2023/11/21 00:00:00
585,117,Silage,14;80,2022/07/26 00:00:00
586,118,Lucerne,8;10,2022/05/27 00:00:00
587,118,Silage,6;51,2022/03/22 00:00:00
588,118,Silage,13;78,2021/12/31 00:00:00
589,118,Lucerne,6;50,2022/04/12 00:00:00
590,118,Silage,7;27,2022/05/31 00:00:00
591,119,Maize,14;75,2023/09/27 00:00:00
592,119,Maize,11;39,2023/11/05 00:00:00
593,119,Lucerne,13;81,2024/01/12 00:00:00
594,119,Silage,13;39,2023/12/18 00:00:00
595,119,Lucerne,5;24,2022/08/04 00:00:00
596,120,Maize,10;56,2023/03/30 00:00:00
597,120,Silage,7;81,2023/05/22 00:00:00
598,120,Silage,12;45,2023/01/10 00:00:00
599,120,Lucerne,12;89,2023/08/29 00:00:00
600,120,Lucerne,13;59,2023/01/22 00:00:00
601,121,Lucerne,12;86,2021/09/04 00:00:00
602,121,Maize,6;28,2022/03/05 00:00:00
603,121,Grass,11;81,2021/05/17 00:00:00
604,121,Silage,14;04,2021/07/12 00:00:00
605,121,Grass,5;16,2021/04/28 00:00:00
606,122,Lucerne,10;60,2023/09/16 00:00:00
607,122,Maize,6;70,2023/04/03 00:00:00
608,122,Grass,5;77,2023/11/14 00:00:00
609,122,Grass,8;10,2022/08/13 00:00:00
610,122,Grass,12;25,2023/09/14 00:00:00
611,123,Lucerne,5;80,2023/06/14 00:00:00
612,123,Silage,10;24,2023/07/04 00:00:00
613,123,Silage,8;52,2024/12/24 00:00:00
614,123,Grass,10;23,2024/12/11 00:00:00
615,123,Silage,13;91,2024/01/27 00:00:00
616,124,Silage,9;16,2022/01/25 00:00:00
617,124,Grass,5;03,2021/03/11 00:00:00
618,124,Grass,7;72,2021/12/30 00:00:00
619,124,Lucerne,13;13,2022/01/12 00:00:00
620,124,Maize,9;49,2022/03/23 00:00:00
621,125,Maize,5;83,2023/11/18 00:00:00
622,125,Silage,10;71,2023/08/25 00:00:00
623,125,Silage,12;26,2023/01/25 00:00:00
624,125,Silage,11;39,2022/07/27 00:00:00
625,125,Lucerne,8;65,2023/05/05 00:00:00
626,126,Maize,12;91,2023/04/02 00:00:00
627,126,Maize,12;92,2024/06/28 00:00:00
628,126,Maize,13;99,2024/03/09 00:00:00
629,126,Maize,12;78,2024/05/04 00:00:00
630,126,Silage,8;10,2024/03/02 00:00:00
631,127,Silage,12;44,2023/03/06 00:00:00
632,127,Grass,11;74,2022/05/14 00:00:00
633,127,Lucerne,13;46,2022/02/26 00:00:00
634,127,Maize,14;24,2022/10/21 00:00:00
635,127,Grass,14;84,2022/03/27 00:00:00
636,128,Grass,6;04,2025/05/21 00:00:00
637,128,Grass,7;60,2023/11/02 00:00:00
638,128,Maize,14;97,2024/12/12 00:00:00
639,128,Lucerne,5;65,2024/02/13 00:00:00
640,128,Grass,13;70,2025/03/09 00:00:00
641,129,Grass,5;74,2021/12/17 00:00:00
642,129,Lucerne,14;14,2022/10/20 00:00:00
643,129,Silage,13;80,2022/06/11 00:00:00
644,129,Grass,12;99,2022/11/20 00:00:00
645,129,Lucerne,5;16,2022/10/02 00:00:00
646,130,Grass,7;65,2023/01/11 00:00:00
647,130,Silage,10;99,2022/08/10 00:00:00
648,130,Lucerne,7;91,2021/07/07 00:00:00
649,130,Maize,13;21,2022/09/25 00:00:00
650,130,Grass,6;53,2022/06/29 00:00:00
651,131,Silage,11;85,2025/01/25 00:00:00
652,131,Maize,10;38,2024/11/06 00:00:00
653,131,Silage,9;56,2023/06/26 00:00:00
654,131,Silage,12;17,2023/10/02 00:00:00
655,131,Grass,13;35,2024/03/02 00:00:00
656,132,Grass,11;56,2022/12/06 00:00:00
657,132,Lucerne,12;20,2022/08/11 00:00:00
658,132,Silage,13;77,2021/09/06 00:00:00
659,132,Grass,6;15,2022/07/31 00:00:00
660,132,Silage,5;93,2021/05/16 00:00:00
661,133,Grass,5;59,2025/04/22 00:00:00
662,133,Grass,14;50,2024/03/25 00:00:00
663,133,Lucerne,8;40,2024/11/13 00:00:00
664,133,Grass,14;31,2025/06/14 00:00:00
665,133,Lucerne,13;88,2025/07/30 00:00:00
666,134,Silage,11;84,2023/12/10 00:00:00
667,134,Maize,11;10,2023/06/07 00:00:00
668,134,Lucerne,9;56,2023/11/25 00:00:00
669,134,Lucerne,14;88,2024/07/23 00:00:00
670,134,Maize,9;07,2023/11/20 00:00:00
671,135,Grass,14;08,2023/08/22 00:00:00
672,135,Lucerne,8;20,2024/02/27 00:00:00
673,135,Silage,6;35,2024/07/21 00:00:00
674,135,Silage,6;10,2023/07/23 00:00:00
675,135,Maize,12;72,2024/05/21 00:00:00
676,136,Lucerne,9;24,2024/01/16 00:00:00
677,136,Silage,11;68,2023/01/24 00:00:00
678,136,Silage,12;77,2023/02/26 00:00:00
679,136,Lucerne,8;84,2023/05/15 00:00:00
680,136,Silage,7;72,2023/12/30 00:00:00
681,137,Silage,7;62,2023/04/25 00:00:00
682,137,Grass,14;50,2021/09/20 00:00:00
683,137,Silage,13;66,2022/09/04 00:00:00
684,137,Grass,14;54,2022/08/23 00:00:00
685,137,Maize,7;40,2022/07/23 00:00:00
686,138,Lucerne,7;61,2021/06/30 00:00:00
687,138,Maize,13;19,2021/04/15 00:00:00
688,138,Lucerne,8;19,2021/08/04 00:00:00
689,138,Lucerne,12;41,2020/07/11 00:00:00
690,138,Lucerne,5;51,2021/12/09 00:00:00
691,139,Grass,7;02,2025/09/19 00:00:00
692,139,Lucerne,5;44,2025/09/09 00:00:00
693,139,Silage,9;51,2025/08/24 00:00:00
694,139,Lucerne,10;43,2025/03/07 00:00:00
695,139,Silage,6;63,2025/06/15 00:00:00
696,140,Lucerne,12;55,2022/07/13 00:00:00
697,140,Lucerne,5;79,2021/10/21 00:00:00
698,140,Lucerne,11;52,2022/05/20 00:00:00
699,140,Silage,9;85,2023/03/30 00:00:00
700,140,Grass,5;60,2021/12/15 00:00:00
701,141,Lucerne,10;67,2023/01/17 00:00:00
702,141,Maize,6;70,2022/12/08 00:00:00
703,141,Maize,11;48,2021/12/17 00:00:00
704,141,Maize,9;65,2023/01/14 00:00:00
705,141,Lucerne,13;77,2022/02/06 00:00:00
706,142,Grass,8;99,2021/06/14 00:00:00
707,142,Grass,6;12,2022/11/28 00:00:00
708,142,Maize,13;98,2022/11/19 00:00:00
709,142,Lucerne,6;35,2022/02/22 00:00:00
710,142,Silage,10;26,2022/02/27 00:00:00
711,143,Lucerne,6;90,2021/01/31 00:00:00
712,143,Maize,13;73,2022/02/09 00:00:00
713,143,Maize,12;88,2022/02/20 00:00:00
714,143,Lucerne,6;95,2020/08/02 00:00:00
715,143,Silage,8;29,2021/06/23 00:00:00
716,144,Silage,5;58,2023/03/02 00:00:00
717,144,Grass,8;90,2021/12/17 00:00:00
718,144,Lucerne,6;69,2023/06/21 00:00:00
719,144,Grass,8;00,2022/12/25 00:00:00
720,144,Lucerne,13;19,2021/11/14 00:00:00
721,145,Grass,7;76,2022/09/09 00:00:00
722,145,Maize,12;47,2022/12/15 00:00:00
723,145,Silage,7;48,2022/06/25 00:00:00
724,145,Silage,7;66,2023/07/19 00:00:00
725,145,Grass,5;64,2024/01/30 00:00:00
726,146,Lucerne,7;52,2023/06/18 00:00:00
727,146,Silage,10;01,2022/08/08 00:00:00
728,146,Lucerne,7;33,2022/09/14 00:00:00
729,146,Silage,6;18,2022/07/03 00:00:00
730,146,Silage,8;90,2023/06/22 00:00:00
731,147,Silage,13;98,2022/10/31 00:00:00
732,147,Lucerne,12;59,2022/09/30 00:00:00
733,147,Lucerne,12;02,2022/02/26 00:00:00
734,147,Silage,13;93,2022/07/22 00:00:00
735,147,Lucerne,13;77,2021/05/09 00:00:00
736,148,Silage,11;24,2021/05/02 00:00:00
737,148,Grass,8;44,2021/03/26 00:00:00
738,148,Grass,9;86,2021/09/15 00:00:00
739,148,Lucerne,9;27,2021/03/23 00:00:00
740,148,Lucerne,6;67,2022/04/02 00:00:00
741,149,Silage,14;77,2022/06/07 00:00:00
742,149,Silage,14;94,2021/07/28 00:00:00
743,149,Maize,7;05,2021/06/18 00:00:00
744,149,Lucerne,13;95,2021/11/22 00:00:00
745,149,Lucerne,5;19,2021/12/29 00:00:00
746,150,Silage,5;04,2024/10/30 00:00:00
747,150,Grass,14;97,2025/01/26 00:00:00
748,150,Lucerne,9;11,2024/04/14 00:00:00
749,150,Maize,7;06,2024/12/04 00:00:00
750,150,Maize,15;00,2024/10/14 00:00:00
751,151,Lucerne,14;97,2024/08/17 00:00:00
752,151,Lucerne,5;86,2025/04/18 00:00:00
753,151,Lucerne,8;42,2025/03/27 00:00:00
754,151,Lucerne,13;31,2024/06/04 00:00:00
755,151,Lucerne,5;34,2024/06/22 00:00:00
756,152,Silage,6;14,2021/07/02 00:00:00
757,152,Maize,11;91,2021/06/03 00:00:00
758,152,Maize,14;75,2020/12/23 00:00:00
759,152,Grass,8;37,2021/09/02 00:00:00
760,152,Lucerne,14;03,2022/01/23 00:00:00
761,153,Lucerne,14;94,2023/09/26 00:00:00
762,153,Lucerne,6;20,2024/12/12 00:00:00
763,153,Grass,5;33,2025/01/04 00:00:00
764,153,Maize,8;16,2024/07/14 00:00:00
765,153,Silage,7;54,2023/09/01 00:00:00
766,154,Grass,6;16,2022/04/19 00:00:00
767,154,Maize,5;29,2021/10/18 00:00:00
768,154,Lucerne,14;39,2022/03/06 00:00:00
769,154,Lucerne,6;92,2021/09/03 00:00:00
770,154,Silage,13;19,2022/12/12 00:00:00
771,155,Silage,6;40,2023/08/13 00:00:00
772,155,Grass,13;02,2024/04/24 00:00:00
773,155,Grass,13;27,2024/06/13 00:00:00
774,155,Maize,9;83,2022/12/28 00:00:00
775,155,Maize,5;19,2023/07/03 00:00:00
776,156,Lucerne,7;11,2024/07/21 00:00:00
777,156,Grass,5;59,2023/09/05 00:00:00
778,156,Grass,7;13,2024/10/27 00:00:00
779,156,Maize,5;10,2023/05/22 00:00:00
780,156,Lucerne,5;65,2024/12/01 00:00:00
781,157,Lucerne,11;48,2023/03/20 00:00:00
782,157,Grass,8;42,2023/02/23 00:00:00
783,157,Grass,8;79,2023/08/19 00:00:00
784,157,Silage,13;62,2023/05/06 00:00:00
785,157,Silage,5;48,2023/10/18 00:00:00
786,158,Grass,9;11,2024/03/10 00:00:00
787,158,Lucerne,6;47,2024/04/18 00:00:00
788,158,Silage,8;64,2023/11/29 00:00:00
789,158,Maize,6;62,2024/03/14 00:00:00
790,158,Maize,8;98,2023/12/19 00:00:00
791,159,Lucerne,8;18,2024/02/04 00:00:00
792,159,Lucerne,11;74,2024/03/21 00:00:00
793,159,Lucerne,8;50,2023/12/11 00:00:00
794,159,Grass,10;39,2024/03/19 00:00:00
795,159,Silage,11;72,2023/02/06 00:00:00
796,160,Lucerne,12;26,2020/08/24 00:00:00
797,160,Silage,11;87,2021/05/29 00:00:00
798,160,Grass,14;62,2021/12/19 00:00:00
799,160,Lucerne,10;76,2020/11/08 00:00:00
800,160,Silage,11;58,2020/09/03 00:00:00
801,161,Grass,11;58,2023/01/29 00:00:00
802,161,Maize,10;48,2022/04/24 00:00:00
803,161,Maize,9;76,2022/01/05 00:00:00
804,161,Maize,6;43,2021/06/19 00:00:00
805,161,Grass,12;36,2022/06/04 00:00:00
806,162,Grass,5;32,2021/09/01 00:00:00
807,162,Maize,10;93,2021/03/21 00:00:00
808,162,Lucerne,7;39,2021/09/14 00:00:00
809,162,Grass,11;46,2021/01/29 00:00:00
810,162,Lucerne,5;38,2020/08/17 00:00:00
811,163,Maize,9;13,2022/04/22 00:00:00
812,163,Silage,14;49,2022/08/21 00:00:00
813,163,Lucerne,11;08,2021/04/24 00:00:00
814,163,Maize,9;08,2021/07/13 00:00:00
815,163,Lucerne,11;15,2022/01/18 00:00:00
816,164,Maize,13;92,2020/08/24 00:00:00
817,164,Silage,13;00,2021/03/16 00:00:00
818,164,Maize,13;90,2020/05/13 00:00:00
819,164,Maize,9;88,2020/12/26 00:00:00
820,164,Silage,9;68,2021/10/31 00:00:00
821,165,Grass,11;81,2024/04/25 00:00:00
822,165,Silage,6;61,2024/10/28 00:00:00
823,165,Silage,12;47,2024/12/04 00:00:00
824,165,Maize,7;97,2024/04/16 00:00:00
825,165,Maize,14;11,2023/11/15 00:00:00
826,166,Grass,14;71,2024/09/25 00:00:00
827,166,Grass,11;54,2024/12/18 00:00:00
828,166,Grass,10;35,2024/01/22 00:00:00
829,166,Maize,14;59,2024/07/22 00:00:00
830,166,Maize,12;53,2024/06/12 00:00:00
831,167,Silage,10;80,2023/02/19 00:00:00
832,167,Grass,9;65,2024/03/01 00:00:00
833,167,Lucerne,10;14,2023/09/08 00:00:00
834,167,Lucerne,6;69,2023/02/22 00:00:00
835,167,Silage,10;82,2023/10/09 00:00:00
836,168,Grass,5;24,2024/03/20 00:00:00
837,168,Lucerne,10;58,2023/05/28 00:00:00
838,168,Lucerne,6;03,2023/12/05 00:00:00
839,168,Grass,5;58,2022/10/02 00:00:00
840,168,Grass,12;23,2022/11/08 00:00:00
841,169,Grass,12;43,2023/10/12 00:00:00
842,169,Silage,7;65,2023/04/17 00:00:00
843,169,Silage,8;46,2022/10/26 00:00:00
844,169,Silage,8;74,2022/11/02 00:00:00
845,169,Grass,8;53,2022/11/20 00:00:00
846,170,Maize,11;92,2024/04/03 00:00:00
847,170,Maize,9;33,2024/03/23 00:00:00
848,170,Maize,12;46,2022/12/05 00:00:00
849,170,Lucerne,11;67,2023/06/04 00:00:00
850,170,Silage,5;75,2023/04/20 00:00:00
851,171,Maize,11;12,2021/08/30 00:00:00
852,171,Silage,11;07,2021/01/08 00:00:00
853,171,Grass,6;11,2020/10/31 00:00:00
854,171,Lucerne,13;36,2021/06/19 00:00:00
855,171,Maize,9;22,2020/08/07 00:00:00
856,172,Grass,11;25,2021/12/09 00:00:00
857,172,Silage,10;38,2021/04/07 00:00:00
858,172,Grass,9;64,2021/02/17 00:00:00
859,172,Silage,11;64,2022/05/15 00:00:00
860,172,Lucerne,8;84,2021/09/02 00:00:00
861,173,Grass,14;59,2023/12/20 00:00:00
862,173,Grass,13;76,2024/10/29 00:00:00
863,173,Maize,14;19,2024/10/19 00:00:00
864,173,Grass,9;59,2024/07/05 00:00:00
865,173,Maize,14;50,2024/07/16 00:00:00
866,174,Silage,5;09,2023/09/26 00:00:00
867,174,Grass,13;83,2023/03/29 00:00:00
868,174,Maize,14;95,2024/02/09 00:00:00
869,174,Grass,8;90,2023/06/05 00:00:00
870,174,Maize,14;84,2024/10/26 00:00:00
871,175,Silage,8;51,2025/05/14 00:00:00
872,175,Maize,10;46,2025/08/18 00:00:00
873,175,Silage,9;95,2025/01/18 00:00:00
874,175,Silage,8;94,2025/04/30 00:00:00
875,175,Grass,7;71,2024/03/25 00:00:00
876,176,Lucerne,10;57,2021/11/16 00:00:00
877,176,Maize,5;11,2022/02/14 00:00:00
878,176,Maize,12;90,2021/11/07 00:00:00
879,176,Maize,10;12,2022/08/30 00:00:00
880,176,Maize,14;97,2021/10/29 00:00:00
881,177,Maize,6;64,2024/01/20 00:00:00
882,177,Lucerne,11;30,2022/08/09 00:00:00
883,177,Lucerne,14;16,2023/02/14 00:00:00
884,177,Maize,13;50,2023/04/25 00:00:00
885,177,Lucerne,10;87,2023/04/10 00:00:00
886,178,Silage,12;23,2023/09/07 00:00:00
887,178,Silage,7;56,2023/11/16 00:00:00
888,178,Maize,13;10,2024/02/13 00:00:00
889,178,Silage,12;57,2023/05/25 00:00:00
890,178,Grass,6;64,2022/06/22 00:00:00
891,179,Lucerne,11;73,2022/09/14 00:00:00
892,179,Grass,13;09,2022/03/27 00:00:00
893,179,Lucerne,7;02,2022/12/15 00:00:00
894,179,Lucerne,14;32,2022/12/15 00:00:00
895,179,Grass,14;73,2022/02/11 00:00:00
896,180,Grass,13;94,2021/05/16 00:00:00
897,180,Grass,7;20,2022/05/26 00:00:00
898,180,Grass,7;76,2022/04/25 00:00:00
899,180,Maize,14;80,2021/08/20 00:00:00
900,180,Lucerne,10;14,2022/07/18 00:00:00
901,181,Maize,11;26,2023/11/02 00:00:00
902,181,Silage,13;05,2022/10/30 00:00:00
903,181,Grass,12;18,2023/11/18 00:00:00
904,181,Silage,10;66,2023/06/07 00:00:00
905,181,Grass,9;88,2023/02/01 00:00:00
906,182,Grass,10;22,2022/07/21 00:00:00
907,182,Lucerne,6;47,2022/08/07 00:00:00
908,182,Silage,7;15,2022/09/28 00:00:00
909,182,Grass,11;75,2021/10/13 00:00:00
910,182,Lucerne,9;07,2022/07/16 00:00:00
911,183,Lucerne,13;07,2022/12/18 00:00:00
912,183,Lucerne,9;24,2022/04/17 00:00:00
913,183,Lucerne,12;42,2022/01/19 00:00:00
914,183,Lucerne,6;25,2022/01/24 00:00:00
915,183,Silage,12;52,2022/11/26 00:00:00
916,184,Silage,6;57,2023/10/27 00:00:00
917,184,Silage,9;60,2023/03/30 00:00:00
918,184,Maize,6;52,2023/01/31 00:00:00
919,184,Grass,6;90,2023/02/27 00:00:00
920,184,Lucerne,6;25,2022/09/01 00:00:00
921,185,Lucerne,7;60,2022/10/12 00:00:00
922,185,Lucerne,8;83,2023/07/26 00:00:00
923,185,Lucerne,8;13,2022/05/07 00:00:00
924,185,Grass,8;04,2023/08/08 00:00:00
925,185,Maize,13;26,2022/04/09 00:00:00
926,186,Maize,14;31,2022/12/18 00:00:00
927,186,Silage,14;76,2023/01/22 00:00:00
928,186,Maize,8;39,2023/10/23 00:00:00
929,186,Silage,8;59,2023/04/19 00:00:00
930,186,Silage,12;60,2022/07/24 00:00:00
931,187,Lucerne,5;80,2022/10/09 00:00:00
932,187,Grass,7;05,2023/03/16 00:00:00
933,187,Lucerne,9;78,2022/05/03 00:00:00
934,187,Lucerne,9;36,2023/03/03 00:00:00
935,187,Maize,8;99,2021/12/18 00:00:00
936,188,Maize,13;48,2022/08/31 00:00:00
937,188,Silage,8;21,2022/07/20 00:00:00
938,188,Lucerne,10;18,2022/05/10 00:00:00
939,188,Maize,6;71,2023/09/16 00:00:00
940,188,Silage,10;76,2022/02/19 00:00:00
941,189,Grass,10;13,2024/05/09 00:00:00
942,189,Lucerne,6;23,2023/10/12 00:00:00
943,189,Grass,11;31,2024/06/22 00:00:00
944,189,Grass,13;24,2024/03/06 00:00:00
945,189,Grass,8;97,2024/05/01 00:00:00
946,190,Maize,13;85,2024/03/30 00:00:00
947,190,Lucerne,11;93,2023/06/29 00:00:00
948,190,Silage,14;73,2023/05/15 00:00:00
949,190,Lucerne,14;48,2023/08/01 00:00:00
950,190,Silage,9;25,2022/08/28 00:00:00
951,191,Lucerne,10;00,2025/02/28 00:00:00
952,191,Silage,12;89,2025/03/14 00:00:00
953,191,Silage,13;93,2024/01/25 00:00:00
954,191,Lucerne,10;16,2023/12/17 00:00:00
955,191,Maize,6;91,2024/06/13 00:00:00
956,192,Lucerne,13;53,2023/10/01 00:00:00
957,192,Maize,14;39,2024/01/15 00:00:00
958,192,Lucerne,10;74,2025/01/31 00:00:00
959,192,Maize,12;77,2024/06/25 00:00:00
960,192,Grass,13;57,2023/11/04 00:00:00
961,193,Maize,11;93,2022/06/26 00:00:00
962,193,Maize,7;11,2022/09/09 00:00:00
963,193,Maize,12;50,2023/03/10 00:00:00
964,193,Maize,8;82,2023/11/10 00:00:00
965,193,Maize,13;58,2022/06/07 00:00:00
966,194,Silage,11;23,2024/09/27 00:00:00
967,194,Lucerne,6;66,2023/07/15 00:00:00
968,194,Silage,13;59,2024/03/21 00:00:00
969,194,Maize,14;64,2024/12/28 00:00:00
970,194,Grass,13;30,2023/05/23 00:00:00
971,195,Silage,6;78,2023/05/17 00:00:00
972,195,Grass,7;70,2024/10/02 00:00:00
973,195,Grass,6;18,2025/01/11 00:00:00
974,195,Grass,7;58,2023/06/30 00:00:00
975,195,Maize,14;94,2024/04/15 00:00:00
976,196,Silage,8;18,2021/08/25 00:00:00
977,196,Maize,7;21,2020/08/30 00:00:00
978,196,Lucerne,6;70,2021/08/09 00:00:00
979,196,Grass,7;20,2021/11/08 00:00:00
980,196,Maize,13;40,2020/10/29 00:00:00
981,197,Silage,10;31,2025/05/30 00:00:00
982,197,Maize,7;32,2024/02/27 00:00:00
983,197,Lucerne,10;62,2024/10/30 00:00:00
984,197,Silage,7;83,2024/09/06 00:00:00
985,197,Lucerne,12;72,2025/05/23 00:00:00
986,198,Lucerne,14;30,2022/02/26 00:00:00
987,198,Lucerne,9;53,2021/10/09 00:00:00
988,198,Grass,8;13,2021/09/16 00:00:00
989,198,Lucerne,11;27,2020/08/27 00:00:00
990,198,Silage,5;21,2020/09/23 00:00:00
991,199,Lucerne,7;89,2020/12/20 00:00:00
992,199,Maize,12;72,2021/10/02 00:00:00
993,199,Grass,14;15,2021/10/25 00:00:00
994,199,Silage,8;39,2021/10/22 00:00:00
995,199,Grass,8;51,2022/02/15 00:00:00
996,200,Maize,14;54,2024/06/30 00:00:00
997,200,Lucerne,5;90,2024/04/21 00:00:00
998,200,Lucerne,12;93,2024/06/22 00:00:00
999,200,Maize,6;90,2024/03/06 00:00:00
1000,200,Silage,12;39,2024/11/08 00:00:00
1001,201,Grass,11;12,2024/01/12 00:00:00
1002,201,Maize,8;66,2024/10/29 00:00:00
1003,201,Grass,5;70,2024/11/01 00:00:00
1004,201,Grass,13;06,2023/02/10 00:00:00
1005,201,Grass,10;76,2023/04/15 00:00:00
1006,202,Lucerne,5;81,2025/05/31 00:00:00
1007,202,Maize,7;07,2024/11/27 00:00:00
1008,202,Maize,10;61,2025/05/11 00:00:00
1009,202,Lucerne,5;19,2024/08/06 00:00:00
1010,202,Lucerne,6;32,2024/09/30 00:00:00
1011,203,Maize,13;75,2022/12/02 00:00:00
1012,203,Grass,6;56,2023/11/20 00:00:00
1013,203,Grass,10;91,2024/05/03 00:00:00
1014,203,Lucerne,9;24,2024/02/29 00:00:00
1015,203,Silage,11;01,2023/02/09 00:00:00
1016,204,Silage,13;67,2022/08/23 00:00:00
1017,204,Silage,12;11,2022/06/15 00:00:00
1018,204,Silage,11;38,2023/03/13 00:00:00
1019,204,Lucerne,10;87,2022/05/09 00:00:00
1020,204,Maize,12;77,2022/11/15 00:00:00
1021,205,Silage,8;34,2024/02/26 00:00:00
1022,205,Silage,11;74,2024/02/22 00:00:00
1023,205,Lucerne,14;44,2023/04/01 00:00:00
1024,205,Silage,11;74,2023/05/15 00:00:00
1025,205,Lucerne,12;29,2023/11/19 00:00:00
1026,206,Lucerne,7;10,2023/12/11 00:00:00
1027,206,Maize,9;84,2022/07/12 00:00:00
1028,206,Silage,11;19,2022/12/31 00:00:00
1029,206,Silage,7;52,2022/09/04 00:00:00
1030,206,Maize,7;27,2023/04/04 00:00:00
1031,207,Maize,11;07,2024/01/09 00:00:00
1032,207,Maize,9;45,2022/10/03 00:00:00
1033,207,Lucerne,14;83,2024/03/22 00:00:00
1034,207,Silage,9;38,2024/03/19 00:00:00
1035,207,Lucerne,13;85,2022/08/31 00:00:00
1036,208,Maize,7;79,2022/04/13 00:00:00
1037,208,Maize,6;43,2021/05/08 00:00:00
1038,208,Grass,14;62,2021/03/15 00:00:00
1039,208,Grass,7;19,2021/12/10 00:00:00
1040,208,Maize,14;42,2021/06/05 00:00:00
1041,209,Maize,6;95,2023/12/12 00:00:00
1042,209,Lucerne,12;11,2022/10/21 00:00:00
1043,209,Maize,8;40,2023/03/09 00:00:00
1044,209,Maize,13;42,2023/02/01 00:00:00
1045,209,Grass,7;96,2022/10/08 00:00:00
1046,210,Grass,9;84,2024/05/01 00:00:00
1047,210,Silage,13;56,2024/10/01 00:00:00
1048,210,Silage,13;95,2023/03/12 00:00:00
1049,210,Grass,10;85,2024/03/05 00:00:00
1050,210,Maize,9;42,2023/06/11 00:00:00
1051,211,Silage,9;30,2023/07/31 00:00:00
1052,211,Maize,11;57,2023/12/07 00:00:00
1053,211,Grass,14;43,2023/10/24 00:00:00
1054,211,Lucerne,14;42,2025/02/25 00:00:00
1055,211,Maize,5;56,2024/01/13 00:00:00
1056,212,Grass,5;59,2023/01/16 00:00:00
1057,212,Grass,14;66,2023/03/01 00:00:00
1058,212,Lucerne,6;35,2022/01/10 00:00:00
1059,212,Silage,8;67,2022/05/26 00:00:00
1060,212,Maize,11;61,2022/02/04 00:00:00
1061,213,Silage,6;57,2025/01/07 00:00:00
1062,213,Grass,8;18,2024/03/02 00:00:00
1063,213,Grass,10;25,2024/07/25 00:00:00
1064,213,Lucerne,5;25,2024/05/23 00:00:00
1065,213,Maize,9;12,2025/01/17 00:00:00
1066,214,Grass,12;03,2021/10/21 00:00:00
1067,214,Lucerne,5;41,2021/04/03 00:00:00
1068,214,Lucerne,7;73,2021/03/02 00:00:00
1069,214,Silage,8;95,2020/11/06 00:00:00
1070,214,Lucerne,5;59,2020/11/03 00:00:00
1071,215,Lucerne,10;71,2022/06/07 00:00:00
1072,215,Grass,10;48,2023/04/25 00:00:00
1073,215,Grass,10;67,2023/03/26 00:00:00
1074,215,Lucerne,14;64,2022/11/15 00:00:00
1075,215,Grass,9;44,2023/08/03 00:00:00
1076,216,Grass,9;21,2022/05/09 00:00:00
1077,216,Grass,9;14,2022/04/02 00:00:00
1078,216,Silage,13;50,2022/03/04 00:00:00
1079,216,Maize,9;44,2022/08/20 00:00:00
1080,216,Silage,10;67,2022/09/14 00:00:00
1081,217,Grass,7;32,2024/05/04 00:00:00
1082,217,Silage,13;60,2024/04/26 00:00:00
1083,217,Silage,10;12,2025/01/13 00:00:00
1084,217,Grass,14;93,2023/10/05 00:00:00
1085,217,Grass,13;94,2023/08/29 00:00:00
1086,218,Lucerne,14;51,2022/11/20 00:00:00
1087,218,Maize,7;96,2023/02/21 00:00:00
