HealthRecordID,LivestockID,CheckDate,Notes,Treatment
320,320,2024/02/07 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
321,321,2023/10/25 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
322,322,2021/01/03 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
323,323,2020/08/04 00:00:00,Hoof trimmed and cleaned.,Electrolytes Added to Water
324,324,2024/03/13 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
325,325,2022/02/09 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
326,326,2023/04/13 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
327,327,2023/03/21 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
328,328,2023/09/12 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
329,329,2020/07/16 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
330,330,2021/06/27 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
331,331,2020/09/03 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
332,332,2022/06/20 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
333,333,2020/07/01 00:00:00,Vaccination administered; no side effects.,Deworming
334,334,2021/11/22 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
335,335,2022/10/22 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
336,336,2020/07/11 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
337,337,2023/05/19 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
338,338,2022/02/16 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
339,339,2024/01/05 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
340,340,2020/07/10 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
341,341,2022/08/21 00:00:00,Routine check-up; all vitals normal.,Fly Repellent Spray
342,342,2023/11/11 00:00:00,Vaccination administered; no side effects.,Deworming
343,343,2021/02/21 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
344,344,2021/11/16 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
345,345,2024/05/05 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
346,346,2020/08/16 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
347,347,2021/03/22 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
348,348,2022/07/23 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
349,349,2023/09/08 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
350,350,2022/03/05 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
351,351,2023/12/14 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
352,352,2024/06/04 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
353,353,2024/04/24 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
354,354,2022/04/17 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
355,355,2022/01/05 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
356,356,2023/01/01 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
357,357,2022/06/01 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
358,358,2022/09/08 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
359,359,2023/06/27 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
360,360,2020/11/23 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
361,361,2022/08/24 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
362,362,2020/10/02 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
363,363,2022/06/24 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
364,364,2024/04/07 00:00:00,Minor infection treated; under observation.,Electrolytes Added to Water
365,365,2022/01/14 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
366,366,2022/01/17 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
367,367,2022/03/05 00:00:00,Loss of appetite for 2 days.,Anti-inflammatory Injection
368,368,2021/08/16 00:00:00,Loss of appetite for 2 days.,Deworming
369,369,2021/08/21 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
370,370,2022/07/20 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
371,371,2021/08/10 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
372,372,2021/02/11 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
373,373,2023/03/07 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
374,374,2023/04/12 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
375,375,2022/09/05 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
376,376,2021/03/21 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
377,377,2022/04/17 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
378,378,2020/11/26 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
379,379,2023/03/17 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
380,380,2023/06/05 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
381,381,2024/02/13 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
382,382,2021/06/20 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
383,383,2022/05/13 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
384,384,2023/08/07 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
385,385,2021/05/16 00:00:00,Routine check-up; all vitals normal.,Deworming
386,386,2021/02/09 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
387,387,2021/01/05 00:00:00,Mild coughing; vitamin booster given.,Vitamin B12 Injection
388,388,2022/11/24 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
389,389,2021/02/01 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
390,390,2023/10/13 00:00:00,Vaccination administered; no side effects.,Tick and Flea Dip
391,391,2023/03/05 00:00:00,Hoof trimmed and cleaned.,Tick and Flea Dip
392,392,2023/07/04 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
393,393,2022/02/06 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
394,394,2024/03/14 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
395,395,2021/09/10 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
396,396,2023/05/05 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
397,397,2022/08/11 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
398,398,2022/11/16 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
399,399,2022/09/20 00:00:00,Hoof trimmed and cleaned.,Vitamin B12 Injection
400,400,2022/12/19 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
401,401,2021/04/10 00:00:00,Minor infection treated; under observation.,Deworming
402,402,2021/10/19 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
403,403,2021/05/10 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
404,404,2021/10/02 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
405,405,2021/08/11 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
406,406,2020/12/16 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
407,407,2020/08/01 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
408,408,2024/04/21 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
409,409,2021/03/22 00:00:00,Hoof trimmed and cleaned.,Electrolytes Added to Water
410,410,2023/05/12 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
411,411,2021/11/10 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
412,412,2020/11/07 00:00:00,Loss of appetite for 2 days.,Deworming
413,413,2024/03/07 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
414,414,2024/05/10 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
415,415,2022/01/21 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
416,416,2022/10/14 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
417,417,2021/07/04 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
418,418,2024/04/16 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
419,419,2023/01/24 00:00:00,Loss of appetite for 2 days.,Deworming
420,420,2021/12/06 00:00:00,Vaccination administered; no side effects.,Deworming
421,421,2024/01/24 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
422,422,2024/02/20 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
423,423,2023/05/02 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
424,424,2024/02/14 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
425,425,2020/10/21 00:00:00,Vaccination administered; no side effects.,Deworming
426,426,2024/02/03 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
427,427,2020/08/20 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
428,428,2023/08/01 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
429,429,2020/08/18 00:00:00,Mild coughing; vitamin booster given.,Deworming
430,430,2022/12/26 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
431,431,2024/06/16 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
432,432,2022/04/02 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
433,433,2021/01/23 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
434,434,2022/08/22 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
435,435,2023/02/02 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
436,436,2021/03/24 00:00:00,Routine check-up; all vitals normal.,Fly Repellent Spray
437,437,2022/03/19 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
438,438,2021/01/08 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
439,439,2020/08/19 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
440,440,2022/09/21 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
441,441,2023/02/08 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
442,442,2022/06/03 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
443,443,2024/05/06 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
444,444,2022/05/26 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
445,445,2021/05/09 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
446,446,2023/06/24 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
447,447,2024/06/14 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
448,448,2023/11/19 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
449,449,2021/12/03 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
450,450,2021/05/09 00:00:00,Loss of appetite for 2 days.,Deworming
451,451,2022/10/01 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
452,452,2022/11/09 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
453,453,2021/07/17 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
454,454,2023/11/21 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
455,455,2020/09/11 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
456,456,2023/04/15 00:00:00,Routine check-up; all vitals normal.,Deworming
457,457,2023/02/14 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
458,458,2023/05/12 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
459,459,2021/08/01 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
460,460,2021/04/14 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
461,461,2023/08/10 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
462,462,2023/05/06 00:00:00,Mild coughing; vitamin booster given.,Vitamin B12 Injection
463,463,2024/04/08 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
464,464,2023/01/19 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
465,465,2023/07/17 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
466,466,2023/08/18 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
467,467,2023/10/17 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
468,468,2022/10/04 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
469,469,2023/03/09 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
470,470,2023/05/14 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
471,471,2022/08/22 00:00:00,Vaccination administered; no side effects.,Deworming
472,472,2024/01/02 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
473,473,2021/10/27 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
474,474,2022/09/08 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
475,475,2021/12/08 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
476,476,2022/03/03 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
477,477,2021/02/01 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
478,478,2024/01/26 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
479,479,2020/09/08 00:00:00,Hoof trimmed and cleaned.,Deworming
480,480,2022/03/26 00:00:00,Loss of appetite for 2 days.,Deworming
481,481,2022/01/12 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
482,482,2022/05/11 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
483,483,2020/11/14 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
484,484,2023/09/17 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
485,485,2020/10/10 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
486,486,2020/08/12 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
487,487,2023/03/08 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
488,488,2022/09/02 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
489,489,2023/08/25 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
490,490,2023/03/07 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
491,491,2020/08/19 00:00:00,Routine check-up; all vitals normal.,Deworming
492,492,2020/09/27 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
493,493,2020/12/24 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
494,494,2021/08/01 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
495,495,2022/09/18 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
496,496,2023/11/07 00:00:00,Routine check-up; all vitals normal.,Fly Repellent Spray
497,497,2023/05/02 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
498,498,2021/07/13 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
499,499,2021/10/19 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
500,500,2022/10/01 00:00:00,Loss of appetite for 2 days.,Deworming
501,501,2022/03/16 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
502,502,2020/12/05 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
503,503,2023/07/03 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
504,504,2020/11/15 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
505,505,2022/02/15 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
506,506,2022/01/24 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
507,507,2022/11/11 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
508,508,2023/10/17 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
509,509,2024/05/20 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
510,510,2021/08/10 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
511,511,2021/03/04 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
512,512,2023/08/02 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
513,513,2022/02/12 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
514,514,2022/02/13 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
515,515,2024/04/21 00:00:00,Loss of appetite for 2 days.,Anti-inflammatory Injection
