PestTreatmentID,CropID,TreatmentDate,PestDetected,ChemicalUsed,Dosage
379,757,2024/07/18 00:00:00,Weevils,Pesticide A,9ml per litre
380,758,2024/10/26 00:00:00,Aphids,Pesticide B,13ml per litre
381,759,2023/05/10 00:00:00,Aphids,Pesticide B,15ml per litre
382,760,2023/04/20 00:00:00,Cutworms,Insecticide Z,14ml per litre
383,763,2024/02/17 00:00:00,Cutworms,Pesticide A,7ml per litre
384,764,2023/05/15 00:00:00,Aphids,Neem Oil,7ml per litre
385,767,2024/01/17 00:00:00,Aphids,Pesticide A,7ml per litre
386,769,2024/01/03 00:00:00,Weevils,Pesticide B,9ml per litre
387,770,2024/09/22 00:00:00,Weevils,Insecticide Z,18ml per litre
388,776,2024/04/15 00:00:00,Cutworms,Pesticide B,9ml per litre
389,777,2024/06/21 00:00:00,Aphids,Pesticide B,5ml per litre
390,778,2024/05/31 00:00:00,Aphids,Pesticide B,17ml per litre
391,782,2023/05/11 00:00:00,Armyworm,Pesticide B,8ml per litre
392,783,2024/10/05 00:00:00,Cutworms,Pesticide A,17ml per litre
393,785,2024/09/16 00:00:00,Weevils,Pesticide A,17ml per litre
394,788,2023/04/05 00:00:00,Weevils,Neem Oil,14ml per litre
395,789,2024/11/08 00:00:00,Armyworm,Pesticide B,19ml per litre
396,791,2024/06/20 00:00:00,Armyworm,Insecticide Z,16ml per litre
397,792,2023/07/14 00:00:00,Weevils,Pesticide A,14ml per litre
398,793,2024/04/11 00:00:00,Cutworms,Pesticide B,9ml per litre
399,794,2023/12/29 00:00:00,Cutworms,Insecticide Z,16ml per litre
400,796,2024/06/10 00:00:00,Weevils,Pesticide B,12ml per litre
401,799,2024/06/30 00:00:00,Weevils,Pesticide B,19ml per litre
402,801,2024/08/15 00:00:00,Cutworms,Insecticide Z,13ml per litre
403,803,2024/08/31 00:00:00,Aphids,Pesticide B,18ml per litre
404,808,2023/12/18 00:00:00,Cutworms,Neem Oil,7ml per litre
405,810,2024/04/07 00:00:00,Cutworms,Pesticide B,8ml per litre
406,812,2023/03/14 00:00:00,Armyworm,Neem Oil,8ml per litre
407,813,2024/04/07 00:00:00,Weevils,Neem Oil,9ml per litre
408,814,2024/01/03 00:00:00,Armyworm,Insecticide Z,8ml per litre
409,815,2025/01/25 00:00:00,Weevils,Pesticide A,8ml per litre
410,816,2024/10/08 00:00:00,Cutworms,Neem Oil,9ml per litre
411,817,2023/06/24 00:00:00,Aphids,Insecticide Z,12ml per litre
412,821,2024/02/05 00:00:00,Cutworms,Neem Oil,15ml per litre
413,822,2024/06/19 00:00:00,Aphids,Pesticide B,17ml per litre
414,823,2024/11/07 00:00:00,Armyworm,Pesticide A,10ml per litre
415,824,2024/06/29 00:00:00,Weevils,Neem Oil,9ml per litre
416,826,2023/05/30 00:00:00,Cutworms,Insecticide Z,11ml per litre
417,828,2024/12/16 00:00:00,Weevils,Insecticide Z,8ml per litre
418,830,2023/10/06 00:00:00,Weevils,Neem Oil,5ml per litre
419,831,2023/02/06 00:00:00,Armyworm,Pesticide A,13ml per litre
420,835,2023/12/28 00:00:00,Armyworm,Pesticide B,6ml per litre
421,836,2024/08/06 00:00:00,Aphids,Pesticide B,11ml per litre
422,839,2024/11/01 00:00:00,Armyworm,Insecticide Z,18ml per litre
423,841,2024/05/12 00:00:00,Armyworm,Neem Oil,17ml per litre
424,842,2023/05/10 00:00:00,Weevils,Pesticide A,11ml per litre
425,843,2023/04/14 00:00:00,Aphids,Insecticide Z,10ml per litre
426,844,2024/12/30 00:00:00,Weevils,Pesticide B,17ml per litre
427,845,2023/03/30 00:00:00,Weevils,Insecticide Z,13ml per litre
428,846,2024/01/11 00:00:00,Cutworms,Pesticide A,12ml per litre
429,847,2023/12/20 00:00:00,Armyworm,Pesticide A,9ml per litre
430,848,2023/06/20 00:00:00,Aphids,Insecticide Z,18ml per litre
431,849,2023/02/04 00:00:00,Cutworms,Insecticide Z,9ml per litre
432,853,2024/12/08 00:00:00,Cutworms,Pesticide B,12ml per litre
433,855,2023/05/07 00:00:00,Armyworm,Neem Oil,5ml per litre
434,856,2023/05/01 00:00:00,Weevils,Neem Oil,14ml per litre
435,860,2024/06/20 00:00:00,Armyworm,Insecticide Z,12ml per litre
436,863,2024/08/12 00:00:00,Weevils,Insecticide Z,14ml per litre
437,865,2023/06/20 00:00:00,Weevils,Insecticide Z,19ml per litre
438,866,2024/08/16 00:00:00,Aphids,Pesticide B,17ml per litre
439,870,2023/03/12 00:00:00,Aphids,Neem Oil,18ml per litre
440,871,2024/04/04 00:00:00,Weevils,Neem Oil,12ml per litre
441,879,2023/10/20 00:00:00,Weevils,Insecticide Z,8ml per litre
442,882,2023/10/17 00:00:00,Weevils,Pesticide B,8ml per litre
443,883,2023/11/12 00:00:00,Weevils,Insecticide Z,10ml per litre
444,886,2023/04/09 00:00:00,Weevils,Pesticide B,15ml per litre
445,891,2024/09/02 00:00:00,Aphids,Pesticide A,19ml per litre
446,894,2023/10/16 00:00:00,Aphids,Neem Oil,6ml per litre
447,896,2023/02/14 00:00:00,Cutworms,Neem Oil,16ml per litre
448,897,2023/06/16 00:00:00,Armyworm,Pesticide B,14ml per litre
449,899,2024/05/17 00:00:00,Aphids,Neem Oil,9ml per litre
450,901,2024/07/02 00:00:00,Weevils,Neem Oil,8ml per litre
451,902,2023/12/29 00:00:00,Aphids,Pesticide B,8ml per litre
452,903,2023/08/06 00:00:00,Cutworms,Pesticide A,10ml per litre
453,905,2023/12/22 00:00:00,Cutworms,Neem Oil,5ml per litre
454,912,2024/04/20 00:00:00,Armyworm,Pesticide A,12ml per litre
455,913,2024/10/30 00:00:00,Armyworm,Neem Oil,6ml per litre
456,914,2024/07/08 00:00:00,Cutworms,Insecticide Z,12ml per litre
457,916,2024/04/14 00:00:00,Armyworm,Insecticide Z,11ml per litre
458,917,2023/04/25 00:00:00,Aphids,Insecticide Z,18ml per litre
459,918,2024/06/05 00:00:00,Armyworm,Pesticide A,13ml per litre
460,922,2023/03/24 00:00:00,Weevils,Pesticide A,7ml per litre
461,924,2023/11/24 00:00:00,Weevils,Pesticide A,19ml per litre
462,925,2024/10/10 00:00:00,Cutworms,Neem Oil,18ml per litre
463,928,2023/09/26 00:00:00,Weevils,Insecticide Z,19ml per litre
464,931,2023/04/28 00:00:00,Weevils,Insecticide Z,10ml per litre
465,932,2024/01/27 00:00:00,Armyworm,Pesticide A,5ml per litre
466,933,2024/07/27 00:00:00,Cutworms,Insecticide Z,19ml per litre
467,935,2024/11/23 00:00:00,Armyworm,Pesticide A,8ml per litre
468,936,2023/02/06 00:00:00,Cutworms,Neem Oil,17ml per litre
469,938,2024/11/24 00:00:00,Cutworms,Insecticide Z,17ml per litre
470,940,2024/02/01 00:00:00,Cutworms,Insecticide Z,18ml per litre
471,941,2023/10/19 00:00:00,Weevils,Pesticide B,6ml per litre
472,942,2025/02/01 00:00:00,Aphids,Neem Oil,11ml per litre
473,943,2023/08/30 00:00:00,Armyworm,Insecticide Z,15ml per litre
474,945,2023/07/23 00:00:00,Weevils,Pesticide A,9ml per litre
475,946,2023/09/18 00:00:00,Armyworm,Pesticide B,13ml per litre
476,948,2023/08/02 00:00:00,Weevils,Pesticide B,11ml per litre
477,949,2023/04/29 00:00:00,Cutworms,Neem Oil,7ml per litre
478,950,2024/05/27 00:00:00,Armyworm,Insecticide Z,10ml per litre
479,952,2024/01/22 00:00:00,Aphids,Pesticide A,6ml per litre
480,956,2023/06/15 00:00:00,Cutworms,Neem Oil,5ml per litre
481,959,2023/09/20 00:00:00,Cutworms,Pesticide A,5ml per litre
482,960,2024/09/27 00:00:00,Armyworm,Pesticide B,14ml per litre
483,964,2024/08/13 00:00:00,Armyworm,Pesticide B,19ml per litre
484,966,2023/05/14 00:00:00,Aphids,Pesticide B,19ml per litre
485,967,2023/11/08 00:00:00,Weevils,Neem Oil,16ml per litre
486,968,2024/08/17 00:00:00,Cutworms,Pesticide B,16ml per litre
487,969,2023/07/07 00:00:00,Weevils,Insecticide Z,9ml per litre
488,971,2024/07/09 00:00:00,Weevils,Neem Oil,15ml per litre
489,973,2023/11/17 00:00:00,Armyworm,Pesticide B,11ml per litre
490,974,2024/05/31 00:00:00,Cutworms,Insecticide Z,16ml per litre
491,976,2024/01/12 00:00:00,Weevils,Pesticide A,14ml per litre
492,977,2024/06/05 00:00:00,Cutworms,Insecticide Z,15ml per litre
493,983,2023/11/07 00:00:00,Aphids,Pesticide A,11ml per litre
494,984,2024/01/06 00:00:00,Cutworms,Pesticide A,16ml per litre
495,989,2024/08/30 00:00:00,Weevils,Pesticide A,18ml per litre
496,994,2024/03/10 00:00:00,Armyworm,Insecticide Z,18ml per litre
497,997,2023/11/02 00:00:00,Aphids,Insecticide Z,19ml per litre
498,998,2023/03/16 00:00:00,Cutworms,Pesticide B,9ml per litre
499,1000,2024/04/18 00:00:00,Armyworm,Neem Oil,8ml per litre
500,1001,2023/04/14 00:00:00,Aphids,Insecticide Z,13ml per litre
501,1002,2023/04/17 00:00:00,Weevils,Pesticide A,9ml per litre
502,1006,2024/05/03 00:00:00,Armyworm,Pesticide B,17ml per litre
503,1007,2023/11/30 00:00:00,Armyworm,Neem Oil,11ml per litre
504,1008,2024/12/20 00:00:00,Aphids,Insecticide Z,13ml per litre
505,1010,2024/12/17 00:00:00,Aphids,Pesticide B,14ml per litre
506,1012,2024/02/21 00:00:00,Armyworm,Insecticide Z,6ml per litre
507,1013,2023/10/28 00:00:00,Weevils,Neem Oil,13ml per litre
508,1018,2023/10/02 00:00:00,Weevils,Pesticide B,17ml per litre
509,1019,2023/06/16 00:00:00,Weevils,Pesticide B,16ml per litre
510,1022,2024/06/29 00:00:00,Armyworm,Neem Oil,9ml per litre
511,1023,2023/03/29 00:00:00,Cutworms,Pesticide A,13ml per litre
512,1024,2023/05/25 00:00:00,Cutworms,Insecticide Z,8ml per litre
513,1025,2024/03/11 00:00:00,Aphids,Neem Oil,16ml per litre
514,1026,2023/10/10 00:00:00,Aphids,Pesticide B,16ml per litre
515,1027,2024/04/09 00:00:00,Cutworms,Pesticide A,19ml per litre
516,1028,2024/06/24 00:00:00,Armyworm,Pesticide A,6ml per litre
517,1030,2023/07/15 00:00:00,Armyworm,Neem Oil,16ml per litre
518,1031,2023/09/16 00:00:00,Armyworm,Neem Oil,18ml per litre
519,1032,2023/06/05 00:00:00,Cutworms,Neem Oil,6ml per litre
520,1035,2024/03/11 00:00:00,Cutworms,Neem Oil,19ml per litre
521,1036,2024/08/12 00:00:00,Armyworm,Insecticide Z,11ml per litre
522,1038,2024/04/21 00:00:00,Cutworms,Neem Oil,16ml per litre
523,1039,2023/05/23 00:00:00,Cutworms,Insecticide Z,5ml per litre
524,1040,2023/04/07 00:00:00,Weevils,Insecticide Z,16ml per litre
525,1041,2023/11/15 00:00:00,Cutworms,Pesticide A,10ml per litre
526,1042,2023/12/19 00:00:00,Cutworms,Insecticide Z,13ml per litre
527,1044,2023/11/25 00:00:00,Aphids,Neem Oil,8ml per litre
528,1045,2024/10/13 00:00:00,Aphids,Pesticide B,11ml per litre
529,1049,2024/04/15 00:00:00,Armyworm,Pesticide A,5ml per litre
530,1050,2024/01/29 00:00:00,Weevils,Neem Oil,8ml per litre
531,1052,2024/06/13 00:00:00,Weevils,Pesticide A,9ml per litre
532,1054,2024/01/07 00:00:00,Aphids,Pesticide B,5ml per litre
533,1058,2024/10/15 00:00:00,Armyworm,Neem Oil,11ml per litre
534,1060,2023/12/27 00:00:00,Armyworm,Pesticide B,16ml per litre
535,1062,2024/10/30 00:00:00,Aphids,Insecticide Z,14ml per litre
536,1066,2024/11/15 00:00:00,Weevils,Pesticide B,17ml per litre
537,1068,2024/04/20 00:00:00,Aphids,Insecticide Z,16ml per litre
538,1070,2024/03/13 00:00:00,Armyworm,Pesticide B,13ml per litre
539,1073,2024/05/29 00:00:00,Weevils,Pesticide B,12ml per litre
540,1075,2024/03/14 00:00:00,Aphids,Neem Oil,9ml per litre
541,1076,2024/04/30 00:00:00,Weevils,Pesticide B,9ml per litre
542,1079,2023/09/30 00:00:00,Armyworm,Pesticide B,5ml per litre
543,1080,2023/08/28 00:00:00,Cutworms,Neem Oil,13ml per litre
544,1081,2023/08/08 00:00:00,Cutworms,Pesticide A,12ml per litre
545,1082,2023/12/19 00:00:00,Cutworms,Pesticide A,6ml per litre
546,1085,2024/01/25 00:00:00,Weevils,Insecticide Z,15ml per litre
547,1087,2024/10/28 00:00:00,Cutworms,Pesticide B,19ml per litre
548,1089,2023/05/14 00:00:00,Weevils,Neem Oil,11ml per litre
549,1091,2023/12/12 00:00:00,Weevils,Pesticide B,6ml per litre
550,1092,2023/03/07 00:00:00,Aphids,Pesticide A,18ml per litre
551,1094,2024/06/14 00:00:00,Aphids,Neem Oil,17ml per litre
552,1095,2024/10/16 00:00:00,Cutworms,Pesticide A,7ml per litre
553,1097,2023/06/01 00:00:00,Weevils,Pesticide B,9ml per litre
554,1099,2023/09/16 00:00:00,Aphids,Pesticide A,7ml per litre
555,1102,2024/09/28 00:00:00,Cutworms,Insecticide Z,6ml per litre
556,1104,2023/03/25 00:00:00,Aphids,Insecticide Z,16ml per litre
557,1106,2024/07/11 00:00:00,Weevils,Pesticide B,14ml per litre
558,1107,2024/10/02 00:00:00,Weevils,Pesticide B,9ml per litre
559,1110,2024/02/26 00:00:00,Armyworm,Neem Oil,17ml per litre
560,1111,2023/03/13 00:00:00,Cutworms,Pesticide A,18ml per litre
561,1113,2023/08/19 00:00:00,Armyworm,Pesticide B,6ml per litre
562,1114,2023/12/31 00:00:00,Cutworms,Neem Oil,8ml per litre
563,1116,2024/04/22 00:00:00,Cutworms,Insecticide Z,11ml per litre
564,1118,2023/12/22 00:00:00,Weevils,Pesticide A,17ml per litre
565,1121,2023/02/16 00:00:00,Aphids,Pesticide B,6ml per litre
566,1125,2024/02/01 00:00:00,Armyworm,Insecticide Z,9ml per litre
567,1126,2024/11/04 00:00:00,Armyworm,Pesticide A,15ml per litre
568,1127,2023/11/02 00:00:00,Cutworms,Insecticide Z,11ml per litre
569,1128,2024/01/09 00:00:00,Armyworm,Pesticide B,16ml per litre
570,1129,2024/07/13 00:00:00,Weevils,Neem Oil,5ml per litre
571,1131,2023/06/05 00:00:00,Armyworm,Insecticide Z,12ml per litre
572,1133,2023/09/01 00:00:00,Weevils,Neem Oil,10ml per litre
573,1134,2023/06/02 00:00:00,Armyworm,Neem Oil,18ml per litre
574,1135,2023/04/06 00:00:00,Weevils,Pesticide A,12ml per litre
575,1136,2024/08/13 00:00:00,Aphids,Pesticide B,14ml per litre
576,1137,2023/10/25 00:00:00,Armyworm,Neem Oil,10ml per litre
577,1138,2023/06/20 00:00:00,Aphids,Insecticide Z,17ml per litre
578,1139,2024/07/04 00:00:00,Aphids,Neem Oil,6ml per litre
579,1140,2024/06/02 00:00:00,Weevils,Pesticide B,17ml per litre
580,1142,2024/11/11 00:00:00,Weevils,Pesticide B,11ml per litre
581,1143,2024/05/02 00:00:00,Cutworms,Insecticide Z,9ml per litre
582,1145,2023/04/01 00:00:00,Armyworm,Neem Oil,14ml per litre
583,1148,2023/04/13 00:00:00,Weevils,Neem Oil,15ml per litre
584,1150,2024/06/30 00:00:00,Armyworm,Pesticide A,15ml per litre
585,1151,2024/08/20 00:00:00,Weevils,Neem Oil,9ml per litre
586,1156,2024/06/02 00:00:00,Aphids,Neem Oil,17ml per litre
587,1157,2025/01/25 00:00:00,Cutworms,Pesticide B,11ml per litre
588,1158,2023/11/04 00:00:00,Weevils,Pesticide B,15ml per litre
589,1159,2024/09/13 00:00:00,Armyworm,Pesticide B,18ml per litre
590,1160,2023/09/01 00:00:00,Armyworm,Insecticide Z,18ml per litre
591,1162,2024/06/10 00:00:00,Weevils,Neem Oil,8ml per litre
592,1165,2024/01/05 00:00:00,Weevils,Insecticide Z,8ml per litre
593,1166,2024/07/15 00:00:00,Cutworms,Insecticide Z,5ml per litre
594,1167,2023/03/22 00:00:00,Cutworms,Neem Oil,5ml per litre
595,1169,2023/05/08 00:00:00,Cutworms,Neem Oil,12ml per litre
596,1170,2024/01/30 00:00:00,Armyworm,Pesticide B,15ml per litre
597,1171,2024/05/18 00:00:00,Aphids,Insecticide Z,16ml per litre
598,1174,2023/04/19 00:00:00,Aphids,Insecticide Z,19ml per litre
599,1176,2023/04/05 00:00:00,Armyworm,Insecticide Z,19ml per litre
600,1177,2025/01/04 00:00:00,Armyworm,Neem Oil,17ml per litre
601,1180,2024/06/10 00:00:00,Cutworms,Insecticide Z,18ml per litre
602,1183,2023/02/25 00:00:00,Aphids,Neem Oil,12ml per litre
603,1186,2024/05/18 00:00:00,Cutworms,Pesticide B,5ml per litre
604,1188,2023/06/25 00:00:00,Aphids,Pesticide B,6ml per litre
605,1189,2024/07/09 00:00:00,Weevils,Pesticide A,10ml per litre
606,1191,2024/10/20 00:00:00,Cutworms,Pesticide A,14ml per litre
607,1192,2024/10/23 00:00:00,Cutworms,Neem Oil,12ml per litre
608,1194,2023/08/10 00:00:00,Weevils,Insecticide Z,15ml per litre
609,1195,2024/03/30 00:00:00,Aphids,Neem Oil,8ml per litre
610,1196,2024/05/06 00:00:00,Armyworm,Pesticide A,10ml per litre
611,1198,2024/05/23 00:00:00,Cutworms,Neem Oil,12ml per litre
612,1201,2024/02/10 00:00:00,Armyworm,Pesticide A,5ml per litre
613,1203,2023/11/27 00:00:00,Cutworms,Neem Oil,11ml per litre
614,1204,2024/11/18 00:00:00,Cutworms,Pesticide A,7ml per litre
615,1206,2023/05/29 00:00:00,Cutworms,Insecticide Z,5ml per litre
616,1209,2023/09/28 00:00:00,Cutworms,Pesticide B,13ml per litre
617,1210,2024/11/10 00:00:00,Weevils,Neem Oil,6ml per litre
618,1212,2024/06/08 00:00:00,Cutworms,Insecticide Z,17ml per litre
619,1216,2024/03/05 00:00:00,Armyworm,Pesticide B,11ml per litre
620,1218,2024/12/04 00:00:00,Weevils,Neem Oil,11ml per litre
621,1220,2024/11/22 00:00:00,Aphids,Pesticide B,16ml per litre
622,1221,2023/04/12 00:00:00,Armyworm,Neem Oil,17ml per litre
623,1222,2024/11/14 00:00:00,Weevils,Neem Oil,9ml per litre
624,1223,2024/09/20 00:00:00,Weevils,Pesticide A,15ml per litre
625,1225,2024/08/24 00:00:00,Armyworm,Pesticide B,17ml per litre
626,1228,2023/05/16 00:00:00,Aphids,Pesticide A,7ml per litre
627,1229,2023/04/09 00:00:00,Armyworm,Pesticide A,6ml per litre
628,1232,2024/12/23 00:00:00,Cutworms,Neem Oil,9ml per litre
629,1234,2023/12/14 00:00:00,Aphids,Insecticide Z,14ml per litre
630,1235,2024/02/24 00:00:00,Cutworms,Insecticide Z,17ml per litre
631,1236,2024/02/21 00:00:00,Weevils,Insecticide Z,12ml per litre
632,1238,2024/05/23 00:00:00,Cutworms,Pesticide B,6ml per litre
633,1240,2024/12/17 00:00:00,Weevils,Neem Oil,14ml per litre
634,1241,2024/02/28 00:00:00,Aphids,Pesticide A,6ml per litre
635,1246,2023/10/29 00:00:00,Weevils,Pesticide A,12ml per litre
636,1248,2023/08/05 00:00:00,Cutworms,Pesticide B,7ml per litre
637,1250,2024/05/25 00:00:00,Cutworms,Insecticide Z,19ml per litre
638,1251,2024/02/25 00:00:00,Armyworm,Insecticide Z,7ml per litre
639,1255,2024/02/11 00:00:00,Cutworms,Insecticide Z,14ml per litre
640,1257,2024/07/10 00:00:00,Aphids,Pesticide B,14ml per litre
641,1259,2023/07/03 00:00:00,Cutworms,Pesticide B,8ml per litre
642,1266,2024/10/06 00:00:00,Aphids,Pesticide B,7ml per litre
643,1267,2023/11/19 00:00:00,Cutworms,Insecticide Z,18ml per litre
644,1268,2023/06/08 00:00:00,Cutworms,Insecticide Z,18ml per litre
645,1269,2023/12/11 00:00:00,Armyworm,Pesticide B,12ml per litre
646,1271,2024/03/03 00:00:00,Armyworm,Pesticide A,12ml per litre
647,1272,2025/01/29 00:00:00,Weevils,Neem Oil,14ml per litre
648,1273,2024/08/23 00:00:00,Cutworms,Pesticide A,13ml per litre
649,1276,2023/06/10 00:00:00,Cutworms,Neem Oil,16ml per litre
650,1278,2025/01/14 00:00:00,Aphids,Neem Oil,10ml per litre
651,1281,2023/05/09 00:00:00,Weevils,Insecticide Z,14ml per litre
652,1282,2023/11/26 00:00:00,Aphids,Neem Oil,17ml per litre
653,1283,2024/01/03 00:00:00,Armyworm,Pesticide B,17ml per litre
654,1285,2024/01/09 00:00:00,Armyworm,Pesticide B,16ml per litre
655,1286,2024/08/20 00:00:00,Cutworms,Insecticide Z,7ml per litre
656,1287,2024/09/01 00:00:00,Weevils,Pesticide B,11ml per litre
657,1291,2023/10/01 00:00:00,Weevils,Insecticide Z,12ml per litre
658,1293,2024/06/21 00:00:00,Weevils,Pesticide A,5ml per litre
659,1294,2024/10/26 00:00:00,Weevils,Insecticide Z,19ml per litre
660,1296,2023/04/24 00:00:00,Aphids,Neem Oil,6ml per litre
661,1299,2024/06/22 00:00:00,Weevils,Pesticide A,9ml per litre
662,1303,2024/10/13 00:00:00,Cutworms,Insecticide Z,11ml per litre
663,1307,2024/05/07 00:00:00,Aphids,Pesticide B,15ml per litre
664,1309,2023/12/30 00:00:00,Cutworms,Insecticide Z,11ml per litre
665,1310,2024/07/11 00:00:00,Aphids,Pesticide B,13ml per litre
666,1312,2024/05/30 00:00:00,Aphids,Pesticide A,12ml per litre
667,1313,2024/08/01 00:00:00,Cutworms,Neem Oil,17ml per litre
668,1317,2024/03/08 00:00:00,Armyworm,Neem Oil,10ml per litre
669,1318,2024/09/20 00:00:00,Aphids,Pesticide B,15ml per litre
670,1319,2023/08/14 00:00:00,Cutworms,Pesticide B,16ml per litre
671,1320,2023/05/20 00:00:00,Cutworms,Neem Oil,6ml per litre
672,1322,2024/05/10 00:00:00,Aphids,Pesticide A,8ml per litre
673,1325,2024/11/18 00:00:00,Armyworm,Pesticide B,14ml per litre
674,1326,2024/03/24 00:00:00,Cutworms,Pesticide B,16ml per litre
675,1327,2023/08/25 00:00:00,Armyworm,Pesticide B,10ml per litre
676,1331,2024/05/09 00:00:00,Weevils,Pesticide A,16ml per litre
677,1333,2024/01/02 00:00:00,Cutworms,Insecticide Z,13ml per litre
678,1337,2023/11/05 00:00:00,Armyworm,Pesticide B,9ml per litre
679,1341,2024/07/14 00:00:00,Armyworm,Pesticide A,16ml per litre
680,1343,2024/08/26 00:00:00,Armyworm,Pesticide A,17ml per litre
681,1346,2023/11/03 00:00:00,Cutworms,Pesticide B,6ml per litre
682,1347,2024/03/24 00:00:00,Weevils,Neem Oil,5ml per litre
683,1350,2024/12/12 00:00:00,Cutworms,Insecticide Z,5ml per litre
684,1351,2024/05/24 00:00:00,Cutworms,Insecticide Z,10ml per litre
685,1352,2023/03/27 00:00:00,Cutworms,Neem Oil,12ml per litre
686,1354,2024/07/10 00:00:00,Armyworm,Pesticide B,11ml per litre
687,1355,2023/10/01 00:00:00,Armyworm,Insecticide Z,6ml per litre
688,1357,2023/02/26 00:00:00,Aphids,Pesticide B,8ml per litre
689,1359,2024/04/13 00:00:00,Armyworm,Insecticide Z,7ml per litre
690,1362,2023/03/09 00:00:00,Armyworm,Pesticide B,17ml per litre
691,1364,2024/07/07 00:00:00,Armyworm,Pesticide A,10ml per litre
692,1366,2024/03/17 00:00:00,Weevils,Neem Oil,15ml per litre
693,1369,2023/03/15 00:00:00,Cutworms,Insecticide Z,15ml per litre
694,1370,2024/01/10 00:00:00,Armyworm,Neem Oil,10ml per litre
695,1375,2024/07/07 00:00:00,Aphids,Pesticide B,16ml per litre
696,1377,2025/01/12 00:00:00,Cutworms,Pesticide A,16ml per litre
697,1378,2023/10/16 00:00:00,Cutworms,Neem Oil,7ml per litre
698,1380,2024/04/27 00:00:00,Aphids,Pesticide B,16ml per litre
699,1382,2023/02/26 00:00:00,Armyworm,Pesticide B,15ml per litre
700,1386,2023/12/31 00:00:00,Weevils,Neem Oil,19ml per litre
701,1387,2024/10/09 00:00:00,Weevils,Insecticide Z,9ml per litre
702,1388,2024/05/16 00:00:00,Armyworm,Insecticide Z,19ml per litre
703,1389,2024/06/11 00:00:00,Cutworms,Pesticide B,19ml per litre
704,1390,2023/04/16 00:00:00,Aphids,Insecticide Z,7ml per litre
705,1393,2024/07/14 00:00:00,Aphids,Pesticide A,7ml per litre
706,1394,2024/12/27 00:00:00,Aphids,Neem Oil,14ml per litre
707,1395,2024/06/16 00:00:00,Armyworm,Pesticide A,15ml per litre
708,1396,2024/05/24 00:00:00,Cutworms,Insecticide Z,18ml per litre
709,1397,2023/10/25 00:00:00,Weevils,Neem Oil,19ml per litre
710,1398,2024/06/06 00:00:00,Cutworms,Insecticide Z,16ml per litre
711,1399,2024/12/15 00:00:00,Cutworms,Pesticide B,17ml per litre
712,1400,2025/01/11 00:00:00,Aphids,Pesticide B,11ml per litre
713,1402,2023/06/12 00:00:00,Weevils,Insecticide Z,6ml per litre
714,1404,2024/01/13 00:00:00,Aphids,Pesticide B,9ml per litre
715,1406,2024/12/04 00:00:00,Weevils,Neem Oil,10ml per litre
716,1412,2023/07/11 00:00:00,Armyworm,Pesticide A,6ml per litre
